CalDateValue,JourneyRef,VehicleRef,Driver
20201105,410055,8805,171-1111
20201105,10100,1561,170-1111
20201105,700035,1779,170-1111
20201105,410057,8791,171-1111
20201105,140069,8865,171-1111
20201105,130060,8866,171-1111
20201105,400067,8740,171-1111
20201105,240049,1614,170-1111
20201105,780017,1638,170-1111
20201105,140078,8855,171-1111
20201105,2020001,8795,171-1111
20201105,450083,8802,171-1111
20201105,220053,8864,171-1111
20201105,250073,8730,171-1111
20201105,120078,8761,171-1111
20201105,130061,8832,171-1111
20201105,220056,8852,171-1111
20201105,110055,8829,171-1111
20201105,30089,8711,171-1111
20201105,10103,1544,170-1111
20201105,30090,8712,171-1111
20201105,700048,1783,170-1111
20201105,90050,94,264-1111
20201105,120080,8768,171-1111
20201105,400096,8723,171-1111
20201105,120075,8765,171-1111
20201105,10102,1545,170-480
20201105,730017,1869,170-1111
20201105,430030,8803,171-1111
20201105,450084,8798,171-1111
20201105,740014,1861,170-1111
20201105,770018,1639,170-1111
20201105,160033,1595,170-1111
20201105,110060,8861,171-1111
20201105,700037,1780,170-1111
20201105,140071,8830,171-1111
20201105,460043,1622,170-1111
20201105,100057,1695,170-1111
20201105,400069,8722,171-1111
20201105,420046,8782,171-1111
20201105,120082,8763,171-1111
20201105,140080,8873,171-1111
20201105,230059,1604,170-1111
20201105,240060,2094,170-1111
20201105,280038,8808,171-1111
20201105,450085,8809,171-1111
20201105,250075,8736,171-1111
20201105,250082,8741,171-1111
20201105,230048,1602,170-1111
20201105,250077,8737,171-1111
20201105,200040,8721,171-8721
20201105,410036,8799,171-1111
20201105,450086,8814,171-1111
20201105,200041,8734,171-1111
20201105,130062,8857,171-1111
20201105,210021,8787,171-1111
20201105,30092,8714,171-1111
20201105,10105,1553,170-1111
20201105,440017,8794,171-1111
20201105,700037,1780,170-1111
20201105,100058,1694,170-1111
20201105,400098,8740,171-1111
20201105,160036,1597,170-1111
20201105,90055,93,264-1111
20201105,30094,8703,171-1111
20201105,10107,1559,170-1111
20201105,120077,8767,171-1111
20201105,460040,1619,170-1111
20201105,220055,8836,171-1111
20201105,420043,8793,171-1111
20201105,20097,1571,170-1111
20201105,790013,8804,171-1111
20201105,30091,8706,171-1111
20201105,430031,8803,171-1111
20201105,730019,1863,170-1111
20201105,10125,1552,170-1111
20201105,400071,8723,171-1111
20201105,140073,8847,171-1111
20201105,240051,1615,170-1111
20201105,130063,8834,171-1111
20201105,140082,8863,171-1111
20201105,2050003,8753,171-1111
20201105,250084,8739,171-1111
20201105,450087,8815,171-1111
20201105,2070003,8750,171-1111
20201105,110057,8851,171-1111
20201105,140075,8833,171-1111
20201105,240062,2093,170-1111
20201105,400100,8722,171-1111
20201105,20094,1554,170-1111
20201105,120079,8850,171-1111
20201105,700037,1780,170-1111
20201105,130064,8859,171-1111
20201105,410038,8791,171-1111
20201105,20099,1539,170-1111
20201105,30093,8702,171-1111
20201105,450088,8802,171-1111
20201105,450089,8797,171-1111
20201105,250086,8731,171-1111
20201105,100059,1700,170-1111
20201105,400073,8740,171-1111
20201105,250079,8726,171-1111
20201105,250088,8742,171-1111
20201105,10108,1564,170-1111
20201105,420048,8793,171-1111
20201105,230061,1612,170-1111
20201105,820012,1874,170-1111
20201105,20101,1575,170-1111
20201105,230050,1603,170-1111
20201105,140084,8837,171-1111
20201105,30096,8713,171-1111
20201105,120084,8769,171-1111
20201105,10109,1541,170-1111
20201105,720028,1769,170-1111
20201105,220058,8854,171-1111
20201105,90057,94,264-1111
20201105,100060,1702,170-1111
20201105,200051,8735,171-1111
20201105,770017,1639,170-1111
20201105,400102,8723,171-1111
20201105,120081,8764,171-1234
20201105,130065,8866,171-1111
20201105,780019,1628,170-1111
20201105,2050003,8753,171-1111
20201105,220057,8870,171-1111
20201105,110062,8826,171-1111
20201105,420045,8782,171-1111
20201105,140077,8868,171-1111
20201105,720033,1766,170-1111
20201105,20096,1568,170-1111
20201105,160035,2162,170-1111
20201105,810002,1872,170-1111
20201105,820029,1874,170-1111
20201105,450090,8809,171-1111
20201105,410059,8799,171-1111
20201105,450091,8798,171-1111
20201105,700050,1782,170-1111
20201105,440014,8794,171-1111
20201105,450093,8814,171-1111
20201105,400075,8722,171-1111
20201105,460045,1619,170-1111
20201105,240053,1621,170-1111
20201105,740019,1861,170-1111
20201105,130066,8832,171-1111
20201105,250081,8738,171-1111
20201105,140086,8865,171-1111
20201105,450092,8815,171-1111
20201105,30095,8707,171-1111
20201105,110059,8849,171-1111
20201105,200043,8724,171-1111
20201105,30098,8709,171-11353
20201105,120086,8858,171-1111
20201105,250083,8727,171-1111
20201105,30100,8711,171-1111
20201105,280043,8786,171-1111
20201105,400104,8740,171-1111
20201105,790026,8804,171-1111
20201105,220059,8828,171-1111
20201105,430032,8803,171-1111
20201105,460042,1622,170-1111
20201105,120083,8761,171-1111
20201105,100062,1703,170-1111
20201105,90056,93,264-1111
20201105,420050,8782,171-1111
20201105,210018,8787,171-1111
20201105,20103,1570,170-1111
20201105,30097,8712,171-1111
20201105,830002,1865,170-1111
20201105,10110,1562,170-1111
20201105,750021,1626,170-1111
20201105,240064,1614,170-1111
20201105,400077,8723,171-1111
20201105,100061,1698,170-1111
20201105,730020,1869,170-1111
20201105,140079,8856,171-1111
20201105,410040,8799,171-1111
20201105,230063,1607,170-1111
20201105,130067,8857,171-1111
20201105,10113,1536,170-1111
20201105,250090,8730,171-1111
20201105,230052,1604,170-1111
20201105,2060008,8753,171-1111
20201105,2060006,8753,171-1111
20201105,800005,2133,170-1111
20201105,140088,8830,171-1111
20201105,120088,8765,171-1111
20201105,220060,8864,171-1111
20201105,160038,1595,170-1111
20201105,2050009,8753,171-1111
20201105,120085,8768,171-1111
20201105,20105,1548,170-1111
20201105,20100,1574,170-1111
20201105,110064,8841,171-1111
20201105,780014,1638,170-1111
20201105,250085,8741,171-1111
20201105,420047,8793,171-1111
20201105,400106,8722,171-1111
20201105,230054,1612,170-1111
20201105,700039,1760,170-1111
20201105,2120002,1636,170-1111
20201105,430033,8803,171-1111
20201105,410061,8791,171-1111
20201105,30099,8714,171-1111
20201105,750010,1629,170-1111
20201105,90058,94,264-1111
20201105,400079,8740,171-1111
20201105,140081,8848,171-1111
20201105,130068,8834,171-1111
20201105,2140008,1867,170-1111
20201105,130069,8859,171-1111
20201105,450094,8797,171-1111
20201105,240055,2094,170-1111
20201105,30101,8703,171-1111
20201105,250092,8736,171-1111
20201105,200042,8735,171-1111
20201105,250094,8737,171-1111
20201105,200045,8743,171-1111
20201105,140090,8847,171-1111
20201105,450095,8802,171-1111
20201105,120090,8767,171-1111
20201105,10115,1577,170-1111
20201105,30102,8706,171-1111
20201105,720032,1775,170-1111
20201105,2040006,8752,171-1111
20201105,830002,1865,170-1111
20201105,240066,1615,170-1111
20201105,730021,1862,170-1111
20201105,2100003,2096,170-1111
20201105,230065,1602,170-1111
20201105,10114,1544,170-1111
20201105,430034,8789,171-1111
20201105,220062,8836,171-1111
20201105,110066,8829,171-1111
20201105,120087,8763,171-1111
20201105,820014,1874,170-1111
20201105,740016,1861,170-1111
20201105,130070,8871,171-1111
20201105,400108,8723,171-1111
20201105,250096,8726,171-1111
20201105,250087,8739,171-1111
20201105,160037,2161,170-1111
20201105,410042,8791,171-1111
20201105,20107,1561,170-1111
20201105,2150001,1632,170-1111
20201105,400081,8720,171-1111
20201105,140083,8863,171-1111
20201105,460047,1622,170-1111
20201105,100063,1694,170-1111
20201105,450096,8798,171-1111
20201105,420052,8793,171-1111
20201105,450097,8809,171-1111
20201105,110061,8861,171-1111
20201105,280042,8786,171-1111
20201105,20104,1571,170-1111
20201105,700052,1779,170-1111
20201105,120089,8769,171-1111
20201105,140092,8833,171-1111
20201105,120092,8850,171-1111
20201105,210023,8787,171-1111
20201105,30104,8702,171-1111
20201105,100064,1695,170-1111
20201105,770020,1639,170-1111
20201105,450098,8814,171-1111
20201105,220061,8852,171-1111
20201105,450099,8815,171-1111
20201105,440019,8785,171-1111
20201105,200044,8734,171-1111
20201105,790015,8804,171-1111
20201105,790015,8804,171-1111
20201105,240061,2091,170-1111
20201105,400110,8740,171-1111
20201105,420049,8782,171-1111
20201105,30103,8713,171-1111
20201105,430035,8789,171-1111
20201105,130071,8832,171-1111
20201105,2120004,1636,170-1111
20201105,20109,1545,170-480
20201105,410063,8799,171-1111
20201105,10116,1553,170-1111
20201105,217133,8781,171-1111
20201105,150031,8812,171-1111
20201105,140085,8837,171-1111
20201105,250089,8731,171-1111
20201105,160039,1597,170-1111
20201105,140094,8868,171-1111
20201105,240057,2093,170-1111
20201105,90063,93,264-1111
20201105,230067,1603,170-1111
20201105,250091,8742,171-1111
20201105,30106,8707,171-1111
20201105,400083,8722,171-1111
20201105,120094,8764,171-1234
20201105,450100,8802,171-1111
20201105,120091,8858,171-1111
20201105,770019,1633,170-1111
20201105,10118,1559,170-1111
20201105,410065,8788,171-1111
20201105,460044,1618,170-1111
20201105,160040,2162,170-1111
20201105,10104,1566,170-1111
20201105,260004,8807,171-1111
20201105,20111,1566,170-1111
20201105,2100003,2096,170-1111
20201105,460049,1606,170-1111
20201105,420054,8782,171-1111
20201105,410044,8785,171-1111
20201105,20106,1539,170-1111
20201105,450101,8797,171-1111
20201105,400112,8720,171-1111
20201105,130072,8857,171-1111
20201105,140087,8865,171-1111
20201105,30105,8709,171-11353
20201105,700041,1783,170-1111
20201105,100068,1693,170-1111
20201105,230061,1620,170-1111
20201105,110063,8826,171-1111
20201105,240068,1621,170-1111
20201105,100065,1702,170-1111
20201105,140096,8856,171-1111
20201105,200047,8721,171-8721
20201105,440016,8799,171-1111
20201105,230056,1610,170-1111
20201105,700043,1763,170-1111
20201105,100066,1700,170-1111
20201105,250098,8738,171-1111
20201105,210020,8792,171-1111
20201105,740018,1866,170-1111
20201105,30108,8839,171-1111
20201105,90065,94,264-1111
20201105,10140,1537,170-1111
20201105,90065,94,264-1111
20201105,220064,8870,171-1111
20201105,400087,8723,171-1111
20201105,800010,2133,170-1111
20201105,720030,1766,170-1111
20201105,120096,8761,171-1111
20201105,10121,1554,170-1111
20201105,30107,8711,171-1111
20201105,450103,8798,171-1111
20201105,110068,8851,171-1111
20201105,780021,1631,170-1111
20201105,130073,8834,171-1111
20201105,20108,1575,170-1111
20201105,220066,8840,171-1111
20201105,230058,1607,170-1111
20201105,120093,8765,171-1111
20201105,740021,1861,170-1111
20201105,280046,8790,171-1111
20201105,160041,1601,170-1111
20201105,160041,1601,170-1111
20201105,160041,1601,170-1111
20201105,230060,1777,170-1111
20201105,780016,1628,170-1111
20201105,720035,1769,170-1111
20201105,400114,8722,171-1111
20201105,450102,8813,171-1111
20201105,10120,1541,170-1111
20201105,130074,8859,171-1111
20201105,10128,1552,170-480
20201105,240059,1614,170-1111
20201105,220066,8840,171-1111
20201105,230069,1620,170-1111
20201105,250100,8727,171-1111
20201105,120098,8768,171-1111
20201105,400114,8729,171-1111
20201105,140098,8848,171-1111
20201105,150020,8796,171-1111
20201105,30110,8712,171-1111
20201105,280047,8786,171-1111
20201105,730023,1869,170-1111
20201105,150033,8806,171-1111
20201105,140089,8866,171-1111
20201105,460046,1622,170-1111
20201105,220063,8854,171-1111
20201105,250093,8730,171-1111
20201105,700047,1764,170-1111
20201105,700054,1784,170-1111
20201105,420051,8782,171-1111
20201105,750012,1626,170-1111
20201105,450105,8814,171-1111
20201105,200047,8721,171-8721
20201105,10123,1568,170-1111
20201105,400089,8740,171-1111
20201105,230069,1612,170-1111
20201105,500001,2092,170-1111
20201105,140093,8860,171-1111
20201105,210025,8781,171-1111
20201105,30114,8703,171-1111
20201105,240061,2091,170-1111
20201105,790028,8804,171-1111
20201105,240070,2094,170-1111
20201105,230062,1611,170-1111
20201105,110090,8846,171-1111
20201105,110070,8831,171-1111
20201105,410046,8788,171-1111
20201105,120095,8767,171-1111
20201105,430036,8789,171-1111
20201105,420056,8811,171-1111
20201105,2150009,1635,170-1111
20201105,450106,8815,171-1111
20201105,20110,1570,170-1111
20201105,2030017,8791,171-1111
20201105,700056,1780,170-1111
20201105,20084,1546,170-1111
20201105,10111,1546,170-1111
20201105,10122,1546,170-1111
20201105,400116,8723,171-1111
20201105,2140009,1867,170-1111
20201105,30109,8706,171-1111
20201105,450104,8809,171-1111
20201105,20115,1564,170-1111
20201105,200046,8724,171-1111
20201105,30112,8714,171-1111
20201105,720032,1775,170-1111
20201105,700043,1763,170-1111
20201105,460051,1618,170-1111
20201105,2060008,8753,171-1111
20201105,400091,8729,171-1111
20201105,220068,8828,171-1111
20201105,130075,8871,171-1111
20201105,140100,8863,171-1111
20201105,250102,8741,171-1111
20201105,250095,8736,171-1111
20201105,110065,8841,171-1111
20201105,120102,8769,171-1111
20201105,220065,8864,171-1111
20201105,810004,1872,170-1111
20201105,240063,2090,170-1111
20201105,100067,1703,170-1111
20201105,140091,8847,171-1111
20201105,230071,1609,170-1111
20201105,10126,1536,170-1111
20201105,730022,1862,170-1111
20201105,400093,8729,171-1111
20201105,160043,1595,170-1111
20201105,240071,1624,170-1111
20201105,400091,8722,171-1111
20201105,430038,8817,171-1111
20201105,160042,2161,170-1111
20201105,100069,1699,170-1111
20201105,120100,8763,171-1111
20201105,90064,93,264-1111
20201105,110067,8862,171-1111
20201105,10124,1576,170-1111
20201105,2030013,8754,171-1111
20201105,130076,8833,171-1111
20201105,100070,1698,170-1111
20201105,250097,8737,171-1111
20201105,30111,8702,171-1111
20201105,280046,8790,171-1111
20201105,2030015,8755,171-1111
20201105,20113,1563,170-1111
20201105,20113,1563,170-1111
20201105,110072,8849,171-1111
20201105,120097,8850,171-1111
20201105,200049,8732,171-1111
20201105,230072,1787,170-1111
20201105,2030013,8754,171-1111
20201105,20112,1548,170-1111
20201105,760009,1636,170-1111
20201105,400118,8740,171-1111
20201105,450107,8802,171-1111
20201105,10140,1537,170-1111
20201105,410067,8785,171-1111
20201105,100073,1692,170-1111
20201105,20119,1562,170-1111
20201105,10135,1550,170-1111
20201105,130077,8838,171-1111
20201105,20122,1542,170-1111
20201105,30113,8705,171-1111
20201105,750023,1629,170-1111
20201105,220067,8869,171-1111
20201105,10131,1565,170-1111
20201105,260003,8807,171-1111
20201105,10127,1560,170-1111
20201105,140106,8873,171-1111
20201105,820031,1874,170-1111
20201105,140102,8837,171-1111
20201105,2060006,8803,171-1111
20201105,790017,8812,171-1111
20201105,220070,8872,171-1111
20201105,150035,8795,171-1111
20201105,150033,8806,171-1111
20201105,440018,8799,171-1111
20201105,250104,8739,171-1111
20201105,750025,1632,170-1111
20201105,800007,1871,170-1111
20201105,700045,1782,170-1111
20201105,2010001,8794,171-1111
20201105,10129,1574,170-1111
20201105,2010003,8784,171-1111
20201105,460048,1606,170-1111
20201105,30113,8708,171-1111
20201105,130078,8868,171-1111
20201105,150022,8801,171-1111
20201105,230073,2089,170-1111
20201105,420058,8782,171-1111
20201105,420053,8811,171-1111
20201105,430037,8789,171-1111
20201105,780018,1631,170-1111
20201105,2040006,8752,171-1111
20201105,780023,1638,170-1111
20201105,2010679,8751,171-1111
20201105,10128,1552,170-480
20201105,230064,1602,170-1111
20201105,400095,8723,171-1111
20201105,200048,8720,171-1111
20201105,20114,1561,170-1111
20201105,770021,2096,170-1111
20201105,700058,1772,170-1111
20201105,760006,1640,170-1111
20201105,250099,8726,171-1111
20201105,100072,1697,170-1111
20201105,110074,8808,171-1111
20201105,20116,1572,170-1111
20201105,2140010,1863,170-1111
20201105,450112,8814,171-1111
20201105,120099,8764,171-1234
20201105,730025,1868,170-1111
20201105,430038,8817,171-1111
20201105,770023,1639,170-1111
20201105,720037,1766,170-1111
20201105,450109,8813,171-1111
20201105,400120,8722,171-1111
20201105,770021,2096,170-1111
20201105,160044,1597,170-1111
20201105,220069,8836,171-1111
20201105,830004,1865,170-1111
20201105,240072,2093,170-1111
20201105,10130,1577,170-1111
20201105,90066,94,264-1111
20201105,280051,8783,171-1111
20201105,2150009,1635,170-1111
20201105,210027,8792,171-1111
20201105,30116,8705,171-1111
20201105,10131,1565,170-1111
20201105,460053,1622,170-1111
20201105,100071,1695,170-1111
20201105,160045,1599,170-1111
20201105,140104,8865,171-1111
20201105,720034,1767,170-1111
20201105,130079,8857,171-1111
20201105,780025,1628,170-1111
20201105,240065,1615,170-1111
20201105,30115,8707,171-1111
20201105,30118,8713,171-1111
20201105,20123,1535,170-1111
20201105,790019,8787,171-1111
20201105,30124,8825,171-1111
20201105,140095,8834,171-1111
20201105,110069,8829,171-1111
20201105,450108,8797,171-1111
20201105,250106,8731,171-1111
20201105,400099,8729,171-1111
20201105,720039,1791,170-1111
20201105,250108,8742,171-1111
20201105,810006,1872,170-1111
20201105,240074,2095,170-1111
20201105,440020,8785,171-1111
20201105,230066,1605,170-1111
20201105,400099,8729,171-1111
20201105,230075,1607,170-1111
20201105,450110,8798,171-1111
20201105,400097,8740,171-1111
20201105,200051,8735,171-1111
20201105,120104,8858,171-1111
20201105,220072,8852,171-1111
20201105,100073,1692,170-1111
20201105,20125,1544,170-1111
20201105,130080,8856,171-1111
20201105,100074,1694,170-1111
20201105,20118,1545,170-480
20201105,230077,1600,170-1111
20201105,150033,8806,171-1111
20201105,120106,8765,171-1111
20201105,10132,1556,170-1111
20201105,820016,1623,170-1111
20201105,450111,8809,171-1111
20201105,30117,8839,171-1111
20201105,130081,8859,171-1111
20201105,110076,8861,171-1111
20201105,120101,8761,171-1111
20201105,450113,8815,171-1111
20201105,420060,8811,171-1111
20201105,110071,8846,171-1111
20201105,400122,8723,171-1111
20201105,220071,8867,171-1111
20201105,150037,8805,171-1111
20201105,430039,8817,171-1111
20201105,410069,8788,171-1111
20201105,30122,8711,171-1111
20201105,790019,8787,171-1111
20201105,200050,8743,171-1111
20201105,30120,8709,171-11353
20201105,10135,1550,170-1111
20201105,700060,1760,170-1111
20201105,700047,1764,170-1111
20201105,220074,8845,171-1111
20201105,217133,8786,171-1111
20201105,420055,8782,171-1111
20201105,2050009,8753,171-1111
20201105,160046,1601,170-1111
20201105,240067,1621,170-1111
20201105,90071,93,264-1111
20201105,210022,8786,171-1111
20201105,430040,8793,171-1111
20201105,2070007,8750,171-1111
20201105,410048,8789,171-1111
20201105,250101,8738,171-1111
20201105,460050,1618,170-1111
20201105,240078,1614,170-1111
20201105,200053,8733,171-1111
20201105,440021,8804,171-1111
20201105,140097,8874,171-1111
20201105,110078,8855,171-1111
20201105,230077,1600,170-1111
20201105,110078,8855,171-1111
20201105,820018,1874,170-1111
20201105,120103,8768,171-1111
20201105,230068,1603,170-1111
20201105,150039,8796,171-1111
20201105,160047,2162,170-1111
20201105,400101,8722,171-1111
20201105,10137,1571,170-1111
20201105,730024,1869,170-1111
20201105,450115,8816,171-1111
20201105,150024,8806,171-1111
20201105,100076,1691,170-1111
20201105,240069,2088,170-1111
20201105,130082,8848,171-1111
20201105,2160009,1770,170-1111
20201105,30119,8712,171-1111
20201105,280050,8781,171-1111
20201105,2050009,8755,171-1111
20201105,100075,1700,170-1111
20201105,20120,1566,170-1111
20201105,160049,1604,170-1111
20201105,740020,1861,170-1111
20201105,450114,8802,171-1111
20201105,250103,8727,171-1111
20201105,400124,8740,171-1111
20201105,770024,1633,170-1111
20201105,20122,1542,170-1111
20201105,20127,1553,170-1111
20201105,130084,8832,171-1111
20201105,20129,1547,170-1111
20201105,10139,1576,170-1111
20201105,460055,1606,170-1111
20201105,240076,2091,170-1111
20201105,140108,8866,171-1111
20201105,720041,1773,170-1111
20201105,740023,1866,170-1111
20201105,130083,8833,171-1111
20201105,2160011,1768,170-1111
20201105,220073,8870,171-1111
20201105,720036,1769,170-1111
20201105,110073,8851,171-1111
20201105,230079,1759,170-1111
20201105,440022,8788,171-1111
20201105,780020,1628,170-1111
20201105,140099,8871,171-1111
20201105,420062,8782,171-1111
20201105,200055,8734,171-1111
20201105,800009,2133,170-1111
20201105,200052,8725,171-1111
20201105,230070,1608,170-1111
20201105,110080,8826,171-1111
20201105,10141,1539,170-1111
20201105,400103,8723,171-1111
20201105,250110,8730,171-1111
20201105,220076,8854,171-1111
20201105,30121,8714,171-1111
20201105,20131,1559,170-1111
20201105,400105,8729,171-1111
20201105,30123,8703,171-1111
20201105,700062,1788,170-1111
20201105,700049,1779,170-1111
20201105,120108,8767,171-1111
20201105,100078,1702,170-1111
20201105,420057,8811,171-1111
20201105,20124,1563,170-1111
20201105,430041,8793,171-1111
20201105,740020,1861,170-1111
20201105,790021,8807,171-1111
20201105,90073,94,264-1111
20201105,120105,8763,171-1111
20201105,2160007,1761,170-1111
20201105,20129,1547,170-1111
20201105,400126,8722,171-1111
20201105,450117,8797,171-1111
20201105,750029,1627,170-1111
20201105,450116,8809,171-1111
20201105,10142,1554,170-1111
20201105,410071,8789,171-1111
20201105,100077,1693,170-1111
20201105,790021,8807,171-1111
20201105,10143,1552,170-480
20201105,790021,8807,171-1111
20201105,10145,1575,170-1111
20201105,30126,8706,171-1111
20201105,790030,8784,171-1111
20201105,130085,8868,171-1111
20201105,160048,1595,170-1111
20201105,250114,8737,171-1111
20201105,140112,8860,171-1111
20201105,100080,1701,170-1111
20201105,730027,1862,170-1111
20201105,780027,1631,170-1111
20201105,280055,8790,171-1111
20201105,140110,8847,171-1111
20201105,820033,1874,170-1111
20201105,250105,8741,171-1111
20201105,10146,1568,170-1111
20201105,120107,8769,171-1111
20201105,110075,8831,171-1111
20201105,460052,1622,170-1111
20201105,220075,8840,171-1111
20201105,450118,8813,171-1111
20201105,790021,8807,171-1111
20201105,140101,8838,171-1111
20201105,110082,8810,171-1111
20201105,230072,1787,170-1111
20201105,150026,8799,171-1111
20201105,700051,1762,170-1111
20201105,230081,1610,170-1111
20201105,750014,1632,170-1111
20201105,400107,8740,171-1111
20201105,210029,8786,171-1111
20201105,220078,8864,171-1111
20201105,120110,8850,171-1111
20201105,250112,8736,171-1111
20201105,140103,8857,171-1111
20201105,720043,1775,170-1111
20201105,110077,8849,171-1111
20201105,130086,8837,171-1111
20201105,10144,1560,170-1111
20201105,410050,8804,171-1111
20201105,700064,1783,170-1111
20201105,410073,8803,171-1111
20201105,240073,2092,170-1111
20201105,20128,1564,170-1111
20201105,280054,8792,171-1111
20201105,400128,8723,171-1111
20201105,420064,8811,171-1111
20201105,450119,8802,171-1111
20201105,20137,1546,170-1111
20201105,720038,1774,170-1111
20201105,820020,1874,170-1111
20201105,20133,1541,170-1111
20201105,200054,8721,171-8721
20201105,250107,8739,171-1111
20201105,210024,8783,171-1111
20201105,30128,8702,171-1111
20201105,30125,8705,171-1111
20201105,410052,8817,171-1111
20201105,700051,1762,170-1111
20201105,430042,8794,171-1111
20201105,100079,1698,170-1111
20201105,420059,8782,171-1111
20201105,460057,1618,170-1111
20201105,220077,8828,171-1111
20201105,450120,8815,171-1111
20201105,240080,1615,170-1111
20201105,130087,8856,171-1111
20201105,220080,8869,171-1111
20201105,10147,1556,170-1111
20201105,230074,1620,170-1111
20201105,10149,1570,170-1111
20201105,230083,1777,170-1111
20201105,250116,8726,171-1111
20201105,160051,2161,170-1111
20201105,800012,2133,170-1111
20201105,130088,8865,171-1111
20201105,400111,8729,171-1111
20201105,400109,8722,171-1111
20201105,90072,93,264-1111
20201105,730026,1868,170-1111
20201105,450122,8816,171-1111
20201105,160050,1599,170-1111
20201105,120112,8764,171-1234
20201105,450121,8814,171-1111
20201105,100082,1703,170-1111
20201105,440024,8789,171-1111
20201105,10148,1565,170-1111
20201105,30127,8713,171-1111
20201105,460059,1612,170-1111
20201105,240082,2090,170-1111
20201105,120109,8770,171-1111
20201105,790023,8785,171-1111
20201105,30130,8708,171-1111
20201105,110084,8841,171-1111
20201105,400130,8740,171-1111
20201105,20130,1562,170-1111
20201105,20135,1561,170-1111
20201105,130089,8848,171-1111
20201105,760008,2096,170-1111
20201105,240075,2093,170-1111
20201105,750029,1627,170-1111
20201105,500003,1623,170-1111
20201105,810008,1872,170-1111
20201105,200057,8724,171-1111
20201105,130090,8873,171-1111
20201105,140105,8859,171-1111
20201105,450123,8813,171-1111
20201105,220079,8872,171-1111
20201105,20132,1535,170-1111
20201105,2090004,1640,170-1111
20201105,10152,1550,170-1111
20201105,100081,1697,170-1111
20201105,150041,8801,171-1111
20201105,140114,8834,171-1111
20201105,720040,1791,170-1111
20201105,250118,8738,171-1111
20201105,230085,1611,170-1111
20201105,460054,1606,170-1111
20201105,110079,8808,171-1111
20201105,250109,8731,171-1111
20201105,100084,1699,170-1111
20201105,200056,8732,171-1111
20201105,420066,8782,171-1111
20201105,430043,8794,171-1111
20201105,150028,8805,171-1111
20201105,780022,1639,170-1111
20201105,410054,8788,171-1111
20201105,220082,8836,171-1111
20201105,230076,1609,170-1111
20201105,400113,8723,171-1111
20201105,30132,8707,171-1111
20201105,30129,8709,171-11353
20201105,120114,8761,171-1111
20201105,770025,1633,170-1111
20201105,420061,8811,171-1111
20201105,700053,1784,170-1111
20201105,30131,8711,171-1111
20201105,730031,1869,170-1111
20201105,720045,1767,170-1111
20201105,10154,1574,170-1111
20201105,20139,1536,170-1111
20201105,700066,1778,170-1111
20201105,110086,8862,171-1111
20201105,120111,8858,171-1111
20201105,120113,8765,171-1111
20201105,160053,1597,170-1111
20201105,430044,8793,171-1111
20201105,400132,8722,171-1111
20201105,90074,94,264-1111
20201105,110088,8829,171-1111
20201105,130091,8832,171-1111
20201105,10155,1537,170-1111
20201105,450126,8798,171-1111
20201105,280059,8791,171-1111
20201105,240084,2088,170-1111
20201105,100083,1694,170-1111
20201105,460061,1622,170-1111
20201105,240077,2094,170-1111
20201105,160052,2162,170-1111
20201105,250111,8742,171-1111
20201105,700055,1790,170-1111
20201105,780029,1628,170-1111
20201105,30134,8839,171-1111
20201105,140116,8874,171-1111
20201105,30134,8710,171-1111
20201105,450124,8797,171-1111
20201105,460056,1618,170-1111
20201105,110081,8861,171-1111
20201105,220081,8852,171-1111
20201105,410056,8803,171-1111
20201105,120116,8768,171-1111
20201105,200058,8735,171-1111
20201105,790025,8812,171-1111
20201105,140107,8863,171-1111
20201105,460063,1634,170-1111
20201105,410075,8817,171-1111
20201105,230078,2089,170-1111
20201105,10157,1572,170-1111
20201105,230087,1602,170-1111
20201105,130092,8866,171-1111
20201105,400115,8740,171-1111
20201105,220084,8867,171-1111
20201105,200059,8720,171-1111
20201105,400115,8729,171-1111
20201105,400117,8729,171-1111
20201105,820022,1874,170-1111
20201105,100086,1695,170-1111
20201105,10156,1576,170-1111
20201105,700068,1782,170-1111
20201105,280058,8786,171-1111
20201105,240079,2095,170-1111
20201105,450125,8809,171-1111
20201105,210031,8783,171-1111
20201105,240086,1621,170-1111
20201105,700057,1780,170-1111
20201105,220083,8845,171-1111
20201105,160055,1601,170-1111
20201105,20136,1544,170-1111
20201105,750018,1636,170-1111
20201105,100088,1692,170-1111
20201105,430045,8793,171-1111
20201105,30133,8825,171-1111
20201105,450127,8795,171-1111
20201105,720047,1769,170-1111
20201105,420068,8811,171-1111
20201105,440023,8789,171-1111
20201105,20141,1566,170-1111
20201105,800011,1871,170-1111
20201105,200061,8743,171-1111
20201105,210026,8790,171-1111
20201105,20143,1577,170-1111
20201105,30136,8712,171-1111
20201105,250113,8730,171-1111
20201105,400134,8723,171-1111
20201105,410058,8788,171-1111
20201105,780031,1639,170-1111
20201105,130093,8837,171-1111
20201105,420063,8782,171-1111
20201105,30140,8703,171-1111
20201105,100085,1691,170-1111
20201105,140118,8871,171-1111
20201105,440026,8787,171-1111
20201105,770026,1638,170-1111
20201105,90079,93,264-1111
20201105,150043,8806,171-1111
20201105,420067,8804,171-1111
20201105,150030,8784,171-1111
20201105,460058,1612,170-1111
20201105,110083,8855,171-1111
20201105,100090,1700,170-1111
20201105,730028,1862,170-1111
20201105,450129,8816,171-1111
20201105,140109,8868,171-1111
