CalDateValue,JourneyRef,VehicleRef,Driver
20201117,450060,8812,171-1111
20201117,30065,8703,171-1111
20201117,160025,1598,170-1234
20201117,10078,1540,170-1111
20201117,100045,1695,170-1111
20201117,430022,8803,171-1111
20201117,250060,8727,171-1111
20201117,140047,8846,171-1111
20201117,460035,1617,170-1111
20201117,400045,8722,171-1111
20201117,140056,8861,171-1111
20201117,420034,8783,171-1111
20201117,250058,8738,171-1111
20201117,210017,8787,171-1111
20201117,230047,1603,170-1111
20201117,240048,1621,170-1111
20201117,230036,1607,170-1111
20201117,280030,8808,171-1111
20201117,110043,8829,171-1111
20201117,700040,1782,170-1111
20201117,400074,8740,171-1111
20201117,30067,8713,171-1111
20201117,120056,8762,171-1111
20201117,30068,8704,171-1111
20201117,220044,8869,171-1111
20201117,200033,8724,171-1111
20201117,100046,1694,170-1111
20201117,130046,8848,171-1111
20201117,90036,93,264-1111
20201117,20073,1559,170-1111
20201117,120053,8765,171-1111
20201117,460032,1619,170-1111
20201117,110044,8851,171-1111
20201117,110048,8867,171-1111
20201117,780015,1638,170-1111
20201117,20068,1563,170-1111
20201117,420031,8816,171-1111
20201117,440013,8801,171-1111
20201117,90039,97,264-810
20201117,140058,8873,171-1111
20201117,140049,8853,171-1111
20201117,30069,8705,171-1111
20201117,450062,8780,171-1111
20201117,430023,8803,171-1111
20201117,10080,1561,170-1111
20201117,410045,8794,171-1111
20201117,790009,8817,171-1111
20201117,400047,8725,171-1111
20201117,130047,8868,171-1111
20201117,240039,1614,170-1111
20201117,450063,8806,171-1111
20201117,250053,8728,171-1111
20201117,220043,8836,171-1111
20201117,450064,8814,171-1111
20201117,410026,8791,171-1111
20201117,250055,8730,171-1111
20201117,30070,8707,171-1111
20201117,100048,1701,170-1111
20201117,10083,1572,170-1111
20201117,720029,1766,170-1111
20201117,140051,8831,171-1111
20201117,160028,1597,170-1111
20201117,240050,2094,170-1111
20201117,400076,8722,171-1111
20201117,120055,8764,171-1111
20201117,130048,8849,171-1111
20201117,400049,8740,171-1111
20201117,200035,8743,171-1111
20201117,20075,1541,170-1111
20201117,20070,1564,170-1111
20201117,820008,1873,170-1111
20201117,160027,2162,170-1111
20201117,10082,1568,170-1111
20201117,90038,95,264-1111
20201117,10084,1554,170-1111
20201117,420036,8816,171-1111
20201117,230038,1602,170-1111
20201117,720024,1769,170-1111
20201117,90041,94,264-1111
20201117,740012,1870,170-1111
20201117,450065,8796,171-1111
20201117,230049,1604,170-1111
20201117,140060,8855,171-1111
20201117,100047,1700,170-1111
20201117,250062,8720,171-1111
20201117,450066,8809,171-1111
20201117,110045,8851,171-1111
20201117,20077,1546,170-1111
20201117,10085,1570,170-1111
20201117,410026,8791,171-1111
20201117,120057,8770,171-1111
20201117,120060,8761,171-1111
20201117,20077,1546,170-1111
20201117,440010,8801,171-1111
20201117,220046,8860,171-1111
20201117,200032,8735,171-1111
20201117,30072,8710,171-1111
20201117,770013,1640,170-1111
20201117,110050,8826,171-1111
20201117,400078,8725,171-1111
20201117,130049,8840,171-1111
20201117,760007,1632,170-1111
20201117,420033,8783,171-1111
20201117,450067,8812,171-1111
20201117,20072,1576,170-1111
20201117,410049,8791,171-1111
20201117,410047,8805,171-1111
20201117,700029,1776,170-1111
20201117,120062,8769,171-1111
20201117,140053,8845,171-1111
20201117,820025,1873,170-1111
20201117,400051,8722,171-1111
20201117,460037,1619,170-1111
20201117,750019,1630,170-1111
20201117,240041,1615,170-1111
20201117,140062,8827,171-1111
20201117,220047,8828,171-1111
20201117,400080,8740,171-1111
20201117,790022,8817,171-1111
20201117,220045,8872,171-1111
20201117,250064,8739,171-1111
20201117,250059,8726,171-1111
20201117,10087,1557,170-1111
20201117,30074,8714,171-1111
20201117,120062,8825,171-1111
20201117,130050,8859,171-1111
20201117,700042,1779,170-1111
20201117,700042,1779,170-1111
20201117,280035,8808,171-1111
20201117,90043,93,264-1111
20201117,20074,1567,170-1111
20201117,90040,97,264-810
20201117,460034,1617,170-1111
20201117,430024,8803,171-1111
20201117,120059,8760,171-1111
20201117,210014,8787,171-1111
20201117,20079,1550,170-1111
20201117,30073,8711,171-1111
20201117,700042,1779,170-1111
20201117,100049,1698,170-1111
20201117,700042,1779,170-1111
20201117,420038,8783,171-1111
20201117,10086,1574,170-1111
20201117,450068,8806,171-1111
20201117,730016,1863,170-1111
20201117,400053,8725,171-1111
20201117,140055,8852,171-1111
20201117,230051,1612,170-1111
20201117,230040,1603,170-1111
20201117,140064,8846,171-1111
20201117,240052,2095,170-1111
20201117,130051,8848,171-1111
20201117,200034,8741,171-1111
20201117,450069,8780,171-1111
20201117,250066,8731,171-1111
20201117,410028,8805,171-1111
20201117,110047,8857,171-1111
20201117,120064,8767,171-1111
20201117,220048,8839,171-1111
20201117,160030,1598,170-1234
20201117,30076,8703,171-1111
20201117,10089,1558,170-1111
20201117,100050,1696,170-1111
20201117,400082,8722,171-1111
20201117,20081,1577,170-1111
20201117,120061,8762,171-1111
20201117,110052,8830,171-1111
20201117,30078,8713,171-1111
20201117,420035,8816,171-1111
20201117,20076,1544,170-1111
20201117,400055,8740,171-1111
20201117,450070,8796,171-1111
20201117,90042,94,264-1111
20201117,200037,8721,171-1111
20201117,30075,8704,171-1111
20201117,10088,1573,170-1111
20201117,430025,8803,171-1111
20201117,240054,1614,170-1111
20201117,10091,1545,170-1111
20201117,130052,8868,171-1111
20201117,140057,8861,171-1111
20201117,450073,8809,171-1111
20201117,130053,8849,171-1111
20201117,10090,1571,170-1111
20201117,90045,95,264-1111
20201117,10093,1566,170-1111
20201117,240043,1621,170-1111
20201117,140066,8853,171-1111
20201117,700044,1780,170-1111
20201117,250061,8738,171-1111
20201117,450071,8802,171-1111
20201117,420037,8782,171-1111
20201117,30080,8705,171-1111
20201117,120066,8765,171-1111
20201117,140068,8831,171-1111
20201117,250063,8727,171-1111
20201117,410030,8791,171-1111
20201117,400084,8725,171-1111
20201117,730015,1868,170-1111
20201117,140059,8873,171-1111
20201117,30077,8707,171-1111
20201117,20083,1556,170-1111
20201117,20078,1553,170-1111
20201117,160029,2161,170-1111
20201117,450072,8812,171-1111
20201117,430026,8803,171-1111
20201117,100051,1694,170-1111
20201117,460039,1617,170-1111
20201117,700031,1783,170-1111
20201117,400057,8722,171-1111
20201117,10092,1539,170-1111
20201117,790011,8817,171-1111
20201117,230053,1607,170-1111
20201117,420040,8816,171-1111
20201117,210019,8787,171-1111
20201117,2030005,8795,171-1111
20201117,400086,8740,171-1111
20201117,230042,1604,170-1111
20201117,250070,8728,171-1111
20201117,280034,8808,171-1111
20201117,110049,8867,171-1111
20201117,100052,1695,170-1111
20201117,120065,8761,171-1111
20201117,120068,8764,171-1111
20201117,220050,8836,171-1111
20201117,90044,93,264-1111
20201117,130054,8840,171-1111
20201117,90047,97,264-810
20201117,110054,8829,171-1111
20201117,460036,1619,170-1111
20201117,20080,1559,170-1111
20201117,20085,1540,170-1111
20201117,440015,8801,171-1111
20201117,410051,8805,171-1111
20201117,410053,8791,171-1111
20201117,450074,8780,171-1111
20201117,430027,8803,171-1111
20201117,30079,8710,171-1111
20201117,160032,2162,170-1111
20201117,100053,1701,170-1111
20201117,250065,8720,171-1111
20201117,140061,8855,171-1111
20201117,400059,8725,171-1111
20201117,130055,8859,171-1111
20201117,140070,8845,171-1111
20201117,240045,2094,170-1111
20201117,450076,8802,171-1111
20201117,220049,8869,171-1111
20201117,450075,8806,171-1111
20201117,250072,8730,171-1111
20201117,120070,8770,171-1111
20201117,10095,1563,170-1111
20201117,110051,8826,171-1111
20201117,780012,1638,170-1111
20201117,740017,1870,170-1111
20201117,400088,8722,171-1111
20201117,860004,8752,171-1111
20201117,120067,8769,171-1111
20201117,230055,1602,170-1111
20201117,410032,8805,171-1111
20201117,30081,8714,171-1111
20201117,20082,1541,170-1111
20201117,20087,1561,170-1111
20201117,820010,1873,170-1111
20201117,250076,8726,171-1111
20201117,2030001,8792,171-1111
20201117,200036,8724,171-1111
20201117,10094,1572,170-1111
20201117,10096,1570,170-1111
20201117,400061,8740,171-1111
20201117,450077,8796,171-1111
20201117,810005,1871,170-1111
20201117,140063,8827,171-1111
20201117,130056,8848,171-1111
20201117,420042,8782,171-1111
20201117,90049,94,264-1111
20201117,240056,1615,170-1111
20201117,140072,8852,171-1111
20201117,250067,8739,171-1111
20201117,230044,1612,170-1111
20201117,720026,1766,170-1111
20201117,450078,8809,171-1111
20201117,90046,95,264-1111
20201117,30084,8711,171-1111
20201117,220052,8872,171-1111
20201117,10097,1564,170-1111
20201117,120072,8760,171-1111
20201117,130062,8849,171-1111
20201117,100054,1700,170-1111
20201117,440012,8801,171-1111
20201117,120069,8767,171-1111
20201117,130057,8868,171-1111
20201117,400090,8725,171-1111
20201117,110056,8851,171-1111
20201117,720031,1769,170-1111
20201117,20089,1568,170-1111
20201117,420039,8816,171-1111
20201117,20084,1546,170-1111
20201117,700033,1782,170-1111
20201117,700046,1776,170-1111
20201117,250069,8731,171-1111
20201117,160031,1597,170-1111
20201117,30083,8703,171-1111
20201117,820027,1873,170-1111
20201117,140065,8846,171-1111
20201117,400063,8722,171-1111
20201117,460041,1619,170-1111
20201117,450079,8812,171-1111
20201117,140074,8861,171-1111
20201117,240047,2095,170-1111
20201117,790024,8817,171-1111
20201117,30085,8713,171-1111
20201117,220051,8860,171-1111
20201117,400092,8740,171-1111
20201117,750008,1630,170-1111
20201117,120074,8762,171-1111
20201117,30086,8704,171-1111
20201117,200039,8735,171-1111
20201117,10099,1576,170-1111
20201117,130058,8834,171-1111
20201117,860001,8752,171-1111
20201117,220054,8828,171-1111
20201117,90051,93,264-1111
20201117,420041,8782,171-1111
20201117,280039,8808,171-1111
20201117,240058,1621,170-1111
20201117,120071,8765,171-1111
20201117,90048,97,264-810
20201117,410034,8791,171-1111
20201117,460038,1617,170-1111
20201117,430028,8803,171-1111
20201117,20091,1554,170-1111
20201117,730018,1868,170-1111
20201117,20086,1550,170-1111
20201117,210016,8787,171-1111
20201117,2030003,8753,171-1111
20201117,10098,1557,170-1111
20201117,450080,8806,171-1111
20201117,400065,8725,171-1111
20201117,100055,1696,170-1111
20201117,140067,8853,171-1111
20201117,140076,8873,171-1111
20201117,230046,1607,170-1111
20201117,2030005,8795,171-1111
20201117,130059,8840,171-1111
20201117,420044,8816,171-1111
20201117,230057,1603,170-1111
20201117,450081,8814,171-1111
20201117,250078,8738,171-1111
20201117,110053,8830,171-1111
20201117,100056,1698,170-1111
20201117,450082,8796,171-1111
20201117,10101,1567,170-1111
20201117,160034,2161,170-1111
20201117,30088,8707,171-1111
20201117,120073,8764,171-1111
20201117,400094,8722,171-1111
20201117,140069,8831,171-1111
20201117,30087,8705,171-1111
20201117,90050,94,264-1111
20201117,110058,8857,171-1111
20201117,200041,8741,171-1111
20201117,2040002,8752,171-1111
20201117,20088,1577,170-1111
20201117,20093,1574,170-1111
20201117,400067,8740,171-1111
20201117,220053,8839,171-1111
20201117,10100,1558,170-1111
20201117,410055,8805,171-1111
20201117,430029,8803,171-1111
20201117,410057,8791,171-1111
20201117,2030001,8792,171-1111
20201117,130060,8859,171-1111
20201117,700035,1779,170-1111
20201117,90053,95,264-1111
20201117,780017,1638,170-1111
20201117,140078,8855,171-1111
20201117,240049,1614,170-1111
20201117,250073,8728,171-1111
20201117,700048,1783,170-1111
20201117,450083,8802,171-1111
20201117,250080,8727,171-1111
20201117,250075,8730,171-1111
20201117,200038,8743,171-1111
20201117,450085,8809,171-1111
20201117,10103,1544,170-1111
20201117,30090,8710,171-1111
20201117,730017,1869,170-1111
20201117,400096,8725,171-1111
20201117,130061,8848,171-1111
20201117,120075,8770,171-1111
20201117,420046,8782,171-1111
20201117,790013,8817,171-1111
20201117,410036,8799,171-1111
20201117,20090,1556,170-1111
20201117,20095,1573,170-1111
20201117,450084,8812,171-1111
20201117,230048,1602,170-1111
20201117,770018,1640,170-1111
20201117,160033,1598,170-1234
20201117,430030,8803,171-1111
20201117,10102,1545,170-1111
20201117,140071,8845,171-1111
20201117,460043,1617,170-1111
20201117,400069,8722,171-1111
20201117,100057,1695,170-1111
20201117,250082,8720,171-1111
20201117,140080,8827,171-1111
20201117,230059,1604,170-1111
20201117,240060,2094,170-1111
20201117,210021,8787,171-1111
20201117,10104,1566,170-1111
20201117,200040,8721,171-1111
20201117,740014,1870,170-1111
20201117,280038,8808,171-1111
20201117,110055,8829,171-1111
20201117,400098,8740,171-1111
20201117,160035,2162,170-1111
20201117,30092,8714,171-1111
20201117,2070003,8754,171-1111
20201117,20092,1540,170-1111
20201117,10105,1553,170-1111
20201117,220056,8869,171-1111
20201117,120080,8769,171-1111
20201117,90052,93,264-1111
20201117,450086,8814,171-1111
20201117,100058,1694,170-1111
20201117,130063,8834,171-1111
20201117,90055,97,264-810
20201117,460040,1619,170-1111
20201117,120077,8760,171-1111
20201117,10107,1559,170-1111
20201117,110060,8867,171-1111
20201117,120082,8767,171-1111
20201117,30091,8711,171-1111
20201117,730019,1863,170-1111
20201117,420043,8816,171-1111
20201117,20097,1571,170-1111
20201117,440017,8801,171-1111
20201117,2050003,8753,171-1111
20201117,430031,8803,171-1111
20201117,2050001,8795,171-1111
20201117,400071,8725,171-1111
20201117,140073,8852,171-1111
20201117,140082,8846,171-1111
20201117,240051,1615,170-1111
20201117,10106,1563,170-1111
20201117,100060,1701,170-1111
20201117,130064,8835,171-2123
20201117,250084,8739,171-1111
20201117,450088,8802,171-1111
20201117,450087,8806,171-1111
20201117,220055,8836,171-1111
20201117,120079,8766,171-1111
20201117,30094,8703,171-1111
20201117,250079,8726,171-1111
20201117,160036,1597,170-1111
20201117,400100,8722,171-1111
20201117,240062,2095,170-1111
20201117,20094,1561,170-1111
20201117,30096,8713,171-1111
20201117,440014,8801,171-1111
20201117,410038,8791,171-1111
20201117,20099,1539,170-1111
20201117,400073,8740,171-1111
20201117,2140006,1861,170-1111
20201117,700037,1780,170-1111
20201117,30093,8704,171-1111
20201117,10109,1541,170-1111
20201117,140075,8833,171-1111
20201117,450089,8796,171-1111
20201117,90057,94,264-1111
20201117,720028,1769,170-1111
20201117,230061,1612,170-1111
20201117,420048,8816,171-1111
20201117,100059,1700,170-1111
20201117,230050,1603,170-1111
20201117,250086,8731,171-1111
20201117,450090,8809,171-1111
20201117,110057,8851,171-1111
20201117,90054,95,264-1111
20201117,140084,8853,171-1111
20201117,120084,8765,171-1111
20201117,220058,8860,171-1111
20201117,720033,1766,170-1111
20201117,820012,1874,170-1111
20201117,810002,2133,170-1111
20201117,110062,8826,171-1111
20201117,400102,8725,171-1111
20201117,130065,8859,171-1111
20201117,160035,2162,170-1111
20201117,20096,1568,170-1111
20201117,20101,1572,170-1111
20201117,420045,8782,171-1111
20201117,780019,1627,170-1111
20201117,700050,1782,170-1111
20201117,410059,8799,171-1111
20201117,10108,1564,170-1111
20201117,30095,8707,171-1111
20201117,450091,8812,171-1111
20201117,10110,1576,170-1111
20201117,410061,8791,171-1111
20201117,20103,1570,170-1111
20201117,460045,1619,170-1111
20201117,140077,8868,171-1111
20201117,400075,8722,171-1111
20201117,140086,8831,171-1111
20201117,740019,1870,170-1111
20201117,240053,1621,170-1111
20201117,10113,1550,170-1111
20201117,400104,8740,171-1111
20201117,770017,1640,170-1111
20201117,790026,8817,171-1111
20201117,2060004,8753,171-1111
20201117,220057,8872,171-1111
20201117,250081,8738,171-1111
20201117,220059,8828,171-1111
20201117,120086,8764,171-1111
20201117,10111,1546,170-1111
20201117,200043,8724,171-1111
20201117,30098,8705,171-1111
20201117,90056,97,264-810
20201117,820029,1874,170-1111
20201117,100061,1698,170-1111
20201117,130066,8848,171-1111
20201117,420050,8782,171-1111
20201117,130067,8849,171-1111
20201117,210018,8787,171-1111
20201117,460042,1617,170-1111
20201117,430032,8803,171-1111
20201117,750021,1630,170-1111
20201117,20098,1554,170-1111
20201117,90059,93,264-1111
20201117,280043,8786,171-1111
20201117,450092,8806,171-1111
20201117,30097,8710,171-1111
20201117,140079,8856,171-1111
20201117,400077,8725,171-1111
20201117,250083,8727,171-1111
20201117,410040,8799,171-1111
20201117,230063,1607,170-1111
20201117,2140005,1861,170-1111
20201117,240064,1614,170-1111
20201117,730017,1869,170-1111
20201117,730020,1869,170-1111
20201117,230052,1604,170-1111
20201117,110059,8857,171-1111
20201117,250090,8728,171-1111
20201117,800005,1872,170-1111
20201117,220060,8839,171-1111
20201117,140088,8845,171-1111
20201117,120088,8770,171-1111
20201117,30099,8714,171-1111
20201117,450093,8814,171-1111
20201117,160038,1598,170-1234
20201117,2060002,8795,171-1111
20201117,100062,1696,170-1111
20201117,110064,8830,171-1111
20201117,140081,8873,171-1111
20201117,730021,1868,170-1111
20201117,780014,1638,170-1111
20201117,2030007,8797,171-1111
20201117,120085,8769,171-1111
20201117,2040004,8752,171-1111
20201117,20100,1574,170-1111
20201117,90058,94,264-1111
20201117,2120002,1625,170-1111
20201117,420047,8816,171-1111
20201117,400106,8722,171-1111
20201117,750010,1629,170-1111
20201117,120087,8767,171-1111
20201117,250092,8730,171-1111
20201117,430033,8803,171-1111
20201117,20105,1557,170-1111
20201117,10112,1567,170-1111
20201117,400079,8740,171-1111
20201117,130068,8834,171-1111
20201117,700039,1776,170-1111
20201117,90061,95,264-1111
20201117,2100003,1633,170-1111
20201117,240055,2094,170-1111
20201117,200045,8743,171-1111
20201117,450094,8796,171-1111
20201117,250085,8720,171-1111
20201117,450097,8809,171-1111
20201117,430034,8789,171-1111
20201117,140090,8852,171-1111
20201117,250087,8739,171-1111
20201117,30102,8711,171-1111
20201117,450095,8802,171-1111
20201117,200042,8735,171-1111
20201117,10115,1577,170-1111
20201117,120090,8760,171-1111
20201117,830002,1865,170-1111
20201117,150031,8798,171-1111
20201117,2140008,1867,170-1111
20201117,240066,1615,170-1111
20201117,130069,8835,171-2123
20201117,30101,8703,171-1111
20201117,20107,1558,170-1111
20201117,460044,1618,170-1111
20201117,400108,8725,171-1111
20201117,20102,1573,170-1111
20201117,230065,1602,170-1111
20201117,410042,8791,171-1111
20201117,100063,1694,170-1111
20201117,160037,2161,170-1111
20201117,10114,1544,170-1111
20201117,130070,8871,171-13545
20201117,790015,8817,171-1111
20201117,217133,8781,171-1111
20201117,2010001,8810,171-1111
20201117,460047,1617,170-1111
20201117,140083,8846,171-1111
20201117,770020,1640,170-1111
20201117,400081,8734,171-1111
20201117,440019,8785,171-1111
20201117,450096,8812,171-1111
20201117,420052,8816,171-1111
20201117,210023,8787,171-1111
20201117,740016,1870,170-1111
20201117,20111,1566,170-1111
20201117,400110,8740,171-1111
20201117,230054,1612,170-1111
20201117,280042,8786,171-1111
20201117,110061,8867,171-1111
20201117,820014,1874,170-1111
20201117,30103,8713,171-1111
20201117,250096,8726,171-1111
20201117,120092,8766,171-1111
20201117,140092,8833,171-1111
20201117,10117,1556,170-1111
20201117,30104,8704,171-1111
20201117,220062,8836,171-1111
20201117,90060,93,264-1111
20201117,230067,1603,170-1111
20201117,2120004,1625,170-1111
20201117,100064,1695,170-1111
20201117,450098,8814,171-1111
20201117,120089,8765,171-1111
20201117,90063,97,264-810
20201117,700052,1779,170-1111
20201117,110066,8829,171-1111
20201117,2150001,1632,170-1111
20201117,20109,1545,170-1111
20201117,430035,8789,171-1111
20201117,20104,1571,170-1111
20201117,420049,8782,171-1111
20201117,10118,1559,170-1111
20201117,10116,1553,170-1111
20201117,410063,8799,171-1111
20201117,230056,1610,170-1111
20201117,140085,8853,171-1111
20201117,220061,8869,171-1111
20201117,130071,8848,171-1111
20201117,140094,8868,171-1111
20201117,240057,2095,170-1111
20201117,2140007,1861,170-1111
20201117,250089,8731,171-1111
20201117,30113,8706,171-1111
20201117,460049,1606,170-1111
20201117,770019,2096,170-1111
20201117,160039,1597,170-1111
20201117,30106,8707,171-1111
20201117,10119,1540,170-1111
20201117,450099,8806,171-1111
20201117,400083,8722,171-1111
20201117,450100,8802,171-1111
20201117,220064,8872,171-1111
20201117,160040,2162,170-1111
20201117,460044,1618,170-1111
20201117,130072,8849,171-1111
20201117,240061,2091,170-1111
20201117,140087,8831,171-1111
20201117,240063,1616,170-1111
20201117,2020005,8751,171-1111
20201117,440016,8799,171-1111
20201117,260004,8807,171-1111
20201117,120091,8764,171-1111
20201117,20106,1539,170-1111
20201117,10128,1562,170-1111
20201117,200047,8721,171-1111
20201117,400112,8734,171-1111
20201117,450101,8796,171-1111
20201117,160041,1601,170-1111
20201117,100069,1699,170-1111
20201117,30105,8705,171-1111
20201117,430036,8789,171-1111
20201117,200044,8741,171-1111
20201117,10120,1541,170-1111
20201117,420054,8782,171-1111
20201117,700041,1783,170-1111
20201117,410065,8788,171-1111
20201117,400089,8740,171-1111
20201117,90062,95,264-1111
20201117,140096,8856,171-1111
20201117,100065,1701,170-1111
20201117,240068,1621,170-1111
20201117,100069,1699,170-1111
20201117,90065,94,264-1111
20201117,110063,8826,171-1111
20201117,410044,8785,171-1111
20201117,250098,8738,171-1111
20201117,10136,1551,170-1111
20201117,130073,8834,171-1111
20201117,720030,1766,170-1111
20201117,2100003,1633,170-1111
20201117,400087,8725,171-1111
20201117,10121,1561,170-1111
20201117,800010,1872,170-1111
20201117,30108,8701,171-1111
20201117,450102,8813,171-1111
20201117,100066,1700,170-1111
20201117,450103,8812,171-1111
20201117,120093,8770,171-1111
20201117,780021,1631,170-1111
20201117,30107,8708,171-1111
20201117,30107,8708,171-1111
20201117,30107,8708,171-1111
20201117,230058,1607,170-1111
20201117,140098,8873,171-1111
20201117,110068,8851,171-1111
20201117,160041,1601,170-1111
20201117,20108,1572,170-1111
20201117,20116,1542,170-1111
20201117,200046,8724,171-1111
20201117,220071,8825,171-1111
20201117,20117,1536,170-1111
20201117,720035,1769,170-1111
20201117,400114,8722,171-1111
20201117,450104,8809,171-1111
20201117,780016,1627,170-1111
20201117,260004,8807,171-1111
20201117,230054,1620,170-1111
20201117,230069,1620,170-1111
20201117,20113,1563,170-1111
20201117,220066,8832,171-1111
20201117,740021,1870,170-1111
20201117,10127,1560,170-1111
20201117,420051,8782,171-1111
20201117,460046,1617,170-1111
20201117,250093,8728,171-1111
20201117,280047,8786,171-1111
20201117,30110,8710,171-1111
20201117,250100,8727,171-1111
20201117,120100,8767,171-1111
20201117,240059,1614,170-1111
20201117,150033,8808,171-1111
20201117,700054,1784,170-1111
20201117,30112,8714,171-1111
20201117,220063,8860,171-1111
20201117,230069,1620,170-1111
20201117,20110,1570,170-1111
20201117,100070,1698,170-1111
20201117,210025,8781,171-1111
20201117,140089,8859,171-1111
20201117,750012,1630,170-1111
20201117,150020,8797,171-1111
20201117,10123,1568,170-1111
20201117,120098,8769,171-1111
20201117,230060,1777,170-1111
20201117,720032,1775,170-1111
20201117,230069,1612,170-1111
20201117,110070,8864,171-1111
20201117,420056,8811,171-1111
20201117,130074,8835,171-2123
20201117,100068,1693,170-1111
20201117,740018,1866,170-1111
20201117,90064,97,264-810
20201117,240070,2094,170-1111
20201117,790028,8817,171-1111
20201117,410046,8788,171-1111
20201117,20122,1569,170-1111
20201117,730023,1869,170-1111
20201117,2010003,8784,171-1111
20201117,120095,8760,171-1111
20201117,450105,8814,171-1111
20201117,30109,8711,171-1111
20201117,220065,8839,171-1111
20201117,500001,2092,170-1111
20201117,400116,8725,171-1111
20201117,250095,8730,171-1111
20201117,20115,1564,170-1111
20201117,10122,1546,170-1111
20201117,10125,1554,170-1111
20201117,220068,8828,171-1111
20201117,460051,1618,170-1111
20201117,100067,1696,170-1111
20201117,210020,8792,171-1111
20201117,730022,1868,170-1111
20201117,700056,1780,170-1111
20201117,140100,8846,171-1111
20201117,10126,1550,170-1111
20201117,90067,93,264-1111
20201117,130075,8871,171-13545
20201117,400093,8729,171-1111
20201117,250102,8720,171-1111
20201117,420058,8782,171-1111
20201117,110065,8830,171-1111
20201117,2010679,8751,171-1111
20201117,250104,8739,171-1111
20201117,140091,8852,171-1111
20201117,110067,8825,171-1111
20201117,10124,1548,170-1111
20201117,240074,1613,170-1111
20201117,230071,1609,170-1111
20201117,160043,1598,170-1234
20201117,810004,2133,170-1111
20201117,450106,8806,171-1111
20201117,160042,2161,170-1111
20201117,400091,8722,171-1111
20201117,230062,1611,170-1111
20201117,700043,1763,170-1111
20201117,240061,2091,170-1111
20201117,30114,8703,171-1111
20201117,2070007,8754,171-1111
20201117,130076,8833,171-1111
20201117,2010003,8784,171-1111
20201117,120097,8766,171-1111
20201117,30111,8704,171-1111
20201117,120100,8767,171-1111
20201117,2140010,1863,170-1111
20201117,240063,1616,170-1111
20201117,100072,1697,170-1111
20201117,760009,1625,170-1111
20201117,110072,8857,171-1111
20201117,2140009,1867,170-1111
20201117,30118,8713,171-1111
20201117,20117,1536,170-1111
20201117,400118,8740,171-1111
20201117,430037,8789,171-1111
20201117,760009,1625,170-1111
20201117,20119,1576,170-1111
20201117,450107,8802,171-1111
20201117,20112,1557,170-1111
20201117,200049,8732,171-1111
20201117,2010001,8810,171-1111
20201117,100069,1699,170-1111
20201117,410067,8785,171-1111
20201117,10127,1560,170-1111
20201117,100073,1692,170-1111
20201117,220067,8838,171-1111
20201117,20129,1547,170-1111
20201117,130079,8849,171-1111
20201117,820031,1874,170-1111
20201117,150022,8793,171-1111
20201117,150035,8795,171-1111
20201117,130077,8865,171-1111
20201117,110074,8837,171-1111
20201117,440018,8799,171-1111
20201117,140093,8858,171-1111
20201117,140102,8853,171-1111
20201117,2070007,8754,171-1111
20201117,720037,1766,170-1111
20201117,700045,1782,170-1111
20201117,700058,1772,170-1111
20201117,750023,1629,170-1111
20201117,460048,1606,170-1111
20201117,30113,8706,171-1111
20201117,250099,8726,171-1111
20201117,790019,8787,171-1111
20201117,750025,1632,170-1111
20201117,30116,8702,171-1111
20201117,420053,8811,171-1111
20201117,780018,1631,170-1111
20201117,790017,8798,171-1111
20201117,160044,1597,170-1111
20201117,90066,94,264-1111
20201117,410069,8788,171-1111
20201117,10131,1565,170-1111
20201117,800007,1871,170-1111
20201117,20114,1558,170-1111
20201117,20143,1639,170-1111
20201117,230073,2089,170-1111
20201117,400095,8725,171-1111
20201117,10129,1574,170-1111
20201117,200048,8734,171-1111
20201117,120102,8765,171-1111
20201117,230064,1602,170-1111
20201117,220070,8870,171-1111
20201117,10128,1562,170-1111
20201117,780023,1638,170-1111
20201117,760006,1639,170-1111
20201117,130078,8868,171-1111
20201117,830004,1865,170-1111
20201117,720039,1791,170-1111
20201117,720039,1791,170-1111
20201117,700047,1764,170-1111
20201117,450109,8813,171-1111
20201117,430038,8780,171-1111
20201117,770023,1640,170-1111
20201117,460053,1617,170-1111
20201117,260003,8807,171-1111
20201117,20116,1542,170-1111
20201117,160045,1599,170-1111
20201117,240074,1613,170-1111
20201117,20121,1567,170-1111
20201117,140104,8831,171-1111
20201117,280051,8783,171-1111
20201117,400120,8722,171-1111
20201117,220072,8869,171-1111
20201117,450111,8809,171-1111
20201117,2140011,1861,170-1111
20201117,10130,1577,170-1111
20201117,720034,1767,170-1111
20201117,100074,1694,170-1111
20201117,230077,1600,170-1111
20201117,2150009,1635,170-1111
20201117,100071,1695,170-1111
20201117,240065,1615,170-1111
20201117,400099,8729,171-1111
20201117,100074,1694,170-1111
20201117,30115,8707,171-1111
20201117,240072,2095,170-1111
20201117,780025,1627,170-1111
20201117,140095,8834,171-1111
20201117,10132,1575,170-1111
20201117,140106,8827,171-1111
20201117,770021,1633,170-1111
20201117,110069,8829,171-1111
20201117,220069,8836,171-1111
20201117,250106,8731,171-1111
20201117,450108,8796,171-1111
20201117,200044,8741,171-1111
20201117,730025,1862,170-1111
20201117,230066,1605,170-1111
20201117,2140010,1863,170-1111
20201117,790019,8787,171-1111
20201117,810006,2133,170-1111
20201117,230075,1607,170-1111
20201117,200044,8741,171-400393
