PointRef,Latitude,Longitude
16010483,63.37046333,10.37147167
16010484,63.39539667,10.42585833
16010498,63.40721500,10.39702833
16010501,63.41161500,10.38281500
16010515,63.43316167,10.47163167
16010516,63.33784167,10.37118500
16010533,63.40992500,10.47924333
16010548,63.37997667,10.43510167
16010566,63.44971333,10.45470000
16010615,63.39543500,10.52529000
16010616,63.38879167,10.54089000
16010648,63.31383667,10.42756167
16010665,63.35293667,10.30203000
16010666,63.35462000,10.29844833
16010683,63.45127833,10.28235333
16010684,63.45133500,10.28072167
16010698,63.38334000,10.16329167
16010701,63.40351000,10.31547500
16010702,63.40532000,10.32136167
16010715,63.35070167,10.23418000
16010716,63.32428167,10.32022167
16010733,63.37436000,10.08916500
16010734,63.36806167,10.11143333
16010752,63.32369833,10.30418667
16010765,63.34700167,10.51241167
16010766,63.34377333,10.51751167
16010783,63.42395000,10.54184667
16010784,63.33797333,10.37079500
16011033,63.41585833,10.46535833
16011034,63.42313167,10.41452333
16011051,63.41608167,10.32348667
16011052,63.33729333,10.36998167
16011083,63.42729500,10.43760833
16011101,63.41703000,10.54042333
16011102,63.40374333,10.42871167
16011116,63.39748833,10.38697667
16011119,63.39712333,10.39750833
16011134,63.37751333,10.33174167
16011151,63.40725833,10.43474500
16011152,63.40587167,10.45067000
16011169,63.40685333,10.35957500
16011170,63.32196833,10.30815167
16011183,63.44095333,10.34680167
16011184,63.37785167,10.33188000
16011201,63.42801167,10.49513833
16011202,63.41100167,10.48921000
16011216,63.40762667,10.50287500
16011220,63.43010500,10.35700333
16011233,63.41668500,10.48587833
16011251,63.35473667,10.37678667
16011252,63.35704500,10.33970000
16011269,63.34958500,10.32010500
16011270,63.35151500,10.36073833
16011301,63.33122167,10.36037833
16011319,63.38025333,10.39581333
16011320,63.32203833,10.30680833
16011334,63.41302000,10.35193167
16011351,63.41256333,10.38237667
16011352,63.39127833,10.33060000
16011370,63.35879167,10.36691000
16011384,63.42868833,10.53911167
16011401,63.38099667,10.36933000
16011434,63.38747667,10.40539333
16011437,63.33279667,10.36789167
16011451,63.39308833,10.38325333
16011452,63.39747333,10.38988000
16011487,63.32737500,10.37109500
16011501,63.41196833,10.38270833
16011520,63.41737333,10.37200500
16011569,63.33273167,10.36996667
16011602,63.34974000,10.31833667
16011637,63.40172833,10.40273333
16011652,63.38458167,10.53943167
16011669,63.35514667,10.26549333
16011670,63.34133833,10.27345500
16011684,63.45124833,10.28256500
16011687,63.45090667,10.22294833
16011688,63.44979000,10.21580333
16011701,63.40295000,10.31425000
16011702,63.40249667,10.31470000
16011719,63.34311000,10.23999333
16011720,63.37698333,10.13884333
16011737,63.35734833,10.11976167
16011738,63.35594833,10.16679333
16011752,63.32479667,10.31043167
16011769,63.34210833,10.55538000
16011770,63.33950333,10.56384167
16011787,63.33934500,10.44543167
16011788,63.33760667,10.45127667
16533030,63.18635333,10.31253500
16533115,63.28607500,10.29559167
16533116,63.26851000,10.23650000
16538114,63.27683167,10.24938833
16626018,63.26573500,10.53286333
16626035,63.28699833,10.43509500
16626036,63.28425317,10.43453117
16626054,63.28121833,10.47356167
16627022,63.30320167,10.46470000
16627039,63.27419500,10.43994667
16627040,63.27029667,10.44550000
16627054,63.28429333,10.48089333
16627057,63.28070500,10.47187500
16627090,63.31053000,10.45524000
16632001,63.43725500,10.59193667
16632002,63.43526167,10.61336667
16632019,63.42557667,10.77358667
16632020,63.41900000,10.77656000
16632034,63.40341500,10.41086333
16632037,63.43300000,10.59680667
16632069,63.40153167,10.79546167
16632087,63.42438500,10.74733000
16632088,63.41599667,10.55801667
16638303,63.43663000,10.60476667
16638304,63.43435667,10.61062500
16638318,63.43105167,10.76225333
16638321,63.41732833,10.77704333
16638322,63.41382167,10.78168000
16638335,63.33115333,10.36756167
16638336,63.43011333,10.62887500
16638368,63.36878833,10.76491333
16638371,63.40489500,10.79476167
17142501,63.44130167,10.88289500
17142502,63.44325167,10.90211500
16638327,63.40225833,10.40100333
16638329,63.42713500,10.81592833
16638363,63.33195000,10.80459000
16638378,63.35848333,10.78123333
16638380,63.34256000,10.79213833
16638397,63.41038500,10.79869667
16010000,63.39854833,10.35129333
16010014,63.39392833,10.36979000
16010032,63.38269333,10.33061667
16010049,63.36875000,10.34499000
16010050,63.43152667,10.39253500
16010064,63.37115333,10.37695000
16010081,63.36716500,10.40154833
16010082,63.35317000,10.34565333
16010113,63.40433500,10.43197167
16010131,63.40687333,10.42346333
16010132,63.38826500,10.35493333
16010149,63.36710667,10.40139000
16010150,63.41275667,10.47483667
16010164,63.38823333,10.35401500
16010181,63.38006667,10.34160500
16010182,63.40996500,10.47986667
16010199,63.42609167,10.53559000
16010200,63.40793833,10.50154833
16010250,63.38805667,10.33169000
16010264,63.33776167,10.37207500
16010267,63.40152167,10.40119667
16010281,63.41149167,10.43433833
16010299,63.33198667,10.36787500
16010300,63.40828833,10.47196667
16010314,63.41439833,10.53663500
16010349,63.42138667,10.53343000
16010367,63.35232833,10.35742000
16010381,63.41091167,10.48152167
16010382,63.42137500,10.53396833
16010399,63.37700667,10.36437000
16010417,63.38399667,10.32245333
16010431,63.35060500,10.32296333
16010432,63.40858333,10.44293833
16010449,63.34910000,10.32953500
16010450,63.39832333,10.39121833
16010464,63.37031167,10.34530500
16010468,63.41038500,10.48445000
16010481,63.35054333,10.23739000
16010500,63.44907000,10.32012667
16010517,63.33308667,10.36821500
16010518,63.41682000,10.48583000
16010531,63.39585500,10.33791667
16010549,63.44221167,10.42712167
16010567,63.41059500,10.43555833
16010617,63.38548167,10.53973500
16010618,63.39576333,10.55486333
16010632,63.39710167,10.44037000
16010667,63.35598333,10.28993000
16010668,63.35575167,10.26766500
16010682,63.45052167,10.31528500
16010685,63.45165000,10.24168333
16010699,63.41873333,10.14612667
16010700,63.39702833,10.35808667
16010717,63.38017167,10.12278333
16010718,63.39778500,10.35975000
16010732,63.37383500,10.08693500
16010735,63.35416833,10.13976833
16010749,63.32824333,10.32455000
16010750,63.32488500,10.31334333
16010767,63.34376167,10.51753000
16010768,63.34317167,10.55349667
16010782,63.40338167,10.39919000
16010785,63.34988833,10.43607000
16010818,63.32634000,10.37403667
16011000,63.41147000,10.37683500
16011035,63.40322667,10.40671167
16011049,63.37043500,10.35469000
16011050,63.43112000,10.39275000
16011053,63.33194833,10.36071667
16011067,63.34779500,10.36506167
16011068,63.44584833,10.33110667
16011085,63.43222833,10.49518333
16011086,63.42800667,10.36706333
16011103,63.33452333,10.35580500
16011118,63.38646667,10.33052500
16011135,63.33455167,10.35141667
16011150,63.41360000,10.47287000
16011168,63.38768833,10.39263333
16011185,63.43463000,10.18643667
16011200,63.40234333,10.50913667
16011203,63.44370500,10.45974333
16011218,63.34493667,10.34229833
16011236,63.38631500,10.37484167
16011250,63.38837833,10.34209500
16011253,63.44353000,10.42714667
16011267,63.40542000,10.45649000
16011268,63.32979833,10.35954833
16011286,63.37170000,10.43398833
16011300,63.41204667,10.44461000
16011335,63.40378500,10.38755333
16011336,63.39756500,10.40586500
16011353,63.44617667,10.45666500
16011367,63.33306500,10.36115667
16011368,63.43115000,10.44035167
16011386,63.39942500,10.40404333
16011403,63.42827333,10.41619000
16011435,63.38879667,10.37869333
16011436,63.38823500,10.36397500
16011450,63.40473333,10.39648000
16011453,63.36924667,10.34518000
16011454,63.37852167,10.31753333
16011468,63.41018833,10.47518500
16011485,63.42494000,10.45751333
16011486,63.40847167,10.47173333
16011504,63.35340333,10.39728333
16011517,63.33343667,10.36814667
16011518,63.42401000,10.48440333
16011535,63.33222500,10.36796500
16011553,63.33302667,10.36304000
16011567,63.41355167,10.41649000
16011568,63.36205167,10.38378500
16011604,63.37308833,10.43143667
16011618,63.37098833,10.53397333
16011653,63.34738667,10.47864333
16011654,63.37562667,10.54060000
16011668,63.35619167,10.28053333
16011671,63.35055000,10.23816167
16011685,63.45144500,10.27537833
16011686,63.45159333,10.24180333
16011703,63.40116833,10.34248667
16011704,63.39737667,10.35667667
16011721,63.35592000,10.16675833
16011735,63.35430167,10.13651667
16011736,63.36125000,10.11522667
16011753,63.32232333,10.30180833
16011754,63.32595833,10.30674500
16011768,63.34425333,10.52115500
16011771,63.33950500,10.56371667
16011785,63.35200500,10.43503333
16011786,63.34835000,10.43796167
16533114,63.27419667,10.24628000
16533117,63.28066833,10.27076000
16626019,63.29750667,10.48297833
16626020,63.29763667,10.48220000
16626037,63.28012333,10.43602833
16626038,63.27862667,10.43798833
16626051,63.27170500,10.54491500
16626052,63.24828167,10.48542667
16626055,63.28510500,10.48401500
16627006,63.33371500,10.48251167
16627024,63.30945667,10.45523167
16627037,63.28258333,10.43445333
16627038,63.27852833,10.43823333
16627041,63.26540500,10.45049167
16627055,63.28937000,10.48638667
16627056,63.29468667,10.48087667
16632003,63.43436167,10.61063667
16632004,63.43552333,10.61432833
16632018,63.42547167,10.77372500
16632021,63.41521167,10.78016167
16632036,63.43226667,10.63475000
16632068,63.37641000,10.76757667
16632071,63.34629333,10.78184167
16632086,63.40466833,10.41425333
16638302,63.43747000,10.59240833
16638305,63.43556500,10.61429833
16638319,63.42938000,10.76832333
16638320,63.42440833,10.77488000
16638337,63.43279833,10.59595667
16638369,63.40174333,10.79534000
17148501,63.41191333,10.78898667
17148502,63.43524333,10.84888167
16010017,63.33326500,10.36951167
16010035,63.40210000,10.40823167
16010046,63.34616833,10.45259167
16010053,63.34496333,10.34223333
16010060,63.36859333,10.34095167
16010067,63.34718333,10.36449833
16010078,63.40195500,10.40125667
16010085,63.40771000,10.39948500
16010096,63.39199000,10.33149333
16010103,63.30509500,10.44881833
16010128,63.41999500,10.46826000
16010135,63.33474500,10.35157000
16010146,63.42420500,10.46652833
16010160,63.36625000,10.39777167
16010171,63.32958333,10.35931333
16010178,63.38784667,10.39947167
16010185,63.43393333,10.18486000
16010210,63.40702167,10.16124500
16010221,63.43478500,10.15676333
16010246,63.35129000,10.37036667
16010253,63.44449667,10.42544000
16010260,63.37447333,10.43001167
16010271,63.35170167,10.32705167
16010278,63.34968333,10.32107500
16010303,63.36058333,10.39817667
16010310,63.42800833,10.35509667
16010321,63.39522333,10.40851000
16010335,63.39826667,10.38743333
16010346,63.33243833,10.37013333
16010353,63.44517333,10.45578000
16010360,63.36664667,10.38219667
16010396,63.35261833,10.37547000
16010403,63.42973167,10.41764167
16010410,63.43392000,10.49123333
16010428,63.32603333,10.33945667
16010435,63.37014833,10.37740333
16010453,63.36699333,10.34642000
16010460,63.39905167,10.35814333
16010471,63.42805167,10.43352500
16010478,63.33201500,10.36818667
16010485,63.42396000,10.45544333
16010496,63.40912333,10.44134000
16010514,63.33713667,10.36988667
16010521,63.42694667,10.43126833
16010535,63.38411667,10.40386000
16010539,63.33278000,10.36064833
16010546,63.39925333,10.43621333
16010553,63.39365500,10.43727667
16010560,63.33242000,10.36960167
16010614,63.39549833,10.52765000
16010621,63.39776333,10.35935833
16010639,63.42216333,10.14794500
16010646,63.34069333,10.35736000
16010653,63.27938500,10.27913167
16010664,63.38264500,10.59725833
16010671,63.35159333,10.25383000
16010678,63.45127667,10.30252333
16010689,63.32140667,10.30993000
16010696,63.39128500,10.16122667
16010703,63.40348667,10.33884500
16010714,63.35068000,10.23446167
16010721,63.37244500,10.17369833
16010728,63.42792667,10.15072000
16010739,63.35548500,10.16543833
16010746,63.33760833,10.33750333
16010753,63.32509167,10.30689333
16010764,63.34925000,10.48725833
16010771,63.33921833,10.57707000
16010778,63.40027000,10.44380833
16010789,63.30457500,10.28902000
16010796,63.43304500,10.42644667
16010928,63.41453000,10.40026667
16010996,63.32128833,10.30764167
16011032,63.38342333,10.32797667
16011039,63.41872333,10.48517167
16011046,63.34646333,10.45159833
16011064,63.33250000,10.37183833
16011071,63.32753500,10.37058000
16011082,63.33297000,10.37026333
16011089,63.40579000,10.35874000
16011096,63.39533667,10.33698833
16011132,63.38819667,10.36317000
16011139,63.33352833,10.36825167
16011146,63.42453833,10.46607000
16011164,63.43547833,10.40530833
16011182,63.40877333,10.44759000
16011196,63.40848667,10.44401000
16011221,63.43794167,10.16963000
16011246,63.39542500,10.39073167
16011257,63.44549000,10.42543833
16011264,63.41167667,10.39913833
16011271,63.35058667,10.32993167
16011307,63.35993833,10.40041167
16011314,63.41314333,10.53622333
16011321,63.37300667,10.37860667
16011346,63.37871833,10.39134500
16011357,63.41225167,10.53936000
16011382,63.33316667,10.36008667
16011396,63.35288333,10.38773833
16011432,63.33779167,10.37146833
16011457,63.39838000,10.42819000
16011464,63.38261667,10.33459000
16011471,63.42852500,10.43468000
16011475,63.42598000,10.39328500
16011496,63.41744100,10.44756783
16011500,63.44657167,10.32652667
16011514,63.34755500,10.37775667
16011521,63.42734500,10.43472833
16011525,63.28036833,10.27678833
16011557,63.40799833,10.53530333
16011575,63.40979500,10.44500000
16011607,63.35400500,10.44187333
16011614,63.39519333,10.52647667
16011625,63.38404667,10.40353667
16011639,63.42526333,10.15425333
16011657,63.39419000,10.55529333
16011675,63.33471333,10.35157833
16011682,63.44956333,10.31772833
16011689,63.43061667,10.17451667
16011707,63.39750500,10.35774667
16011714,63.35052000,10.23801833
16011732,63.38109833,10.07435500
16011739,63.37935500,10.12626667
16011750,63.32176317,10.30151417
16011757,63.34762000,10.17158667
16011764,63.34660833,10.47901833
16011775,63.41511667,10.29908167
16011782,63.43065333,10.58316833
16011789,63.31540833,10.29556500
16533003,63.29452500,10.28128667
16533171,63.19544167,10.33564000
16533203,63.27753333,10.25025833
16538501,63.30836000,10.29067833
16626009,63.32992500,10.49378833
16626016,63.30174833,10.48660833
16626034,63.28938667,10.43680667
16626041,63.26064167,10.45507500
16626048,63.26512833,10.52426667
16626059,63.27832667,10.44032167
16626123,63.15203333,10.29165500
16627009,63.33257000,10.49292833
16627020,63.29771833,10.48155500
16627027,63.30935500,10.43055000
16627034,63.28986833,10.43726167
16627045,63.24945000,10.48733667
16627059,63.27862000,10.44180833
16632007,63.43987667,10.65345167
16632014,63.43073000,10.72024167
16632025,63.33265667,10.36763167
16632032,63.40324833,10.80322167
16632075,63.38790333,10.77711500
16632100,63.35800333,10.78132167
16638316,63.43126833,10.72593167
16638334,63.43183000,10.64282667
16638348,63.42224500,10.74935667
16638366,63.39815000,10.79088833
16638391,63.42699000,10.62944333
17142707,63.46756833,10.92361000
17145086,63.44954167,10.91498833
17148505,63.44530833,10.90674167
