PointRef,Latitude,Longitude
16011058,63.43917833,10.34766667
16011060,63.35639000,10.37720667
16011077,63.36862667,10.40320333
16011092,63.44000333,10.46446333
16011094,63.32961833,10.35804667
16011126,63.42663667,10.35680500
16011128,63.42103167,10.47088333
16011141,63.41519167,10.44564667
16011175,63.43214833,10.49656333
16011177,63.39510167,10.42318167
16011192,63.39771833,10.35940167
16011209,63.35208167,10.33963667
16011226,63.35279833,10.39091667
16011245,63.37540000,10.32329167
16011258,63.36255833,10.35871667
16011260,63.37596500,10.43093167
16011292,63.35449167,10.36704667
16011294,63.39077167,10.43103000
16011311,63.43994333,10.46111667
16011326,63.37686833,10.35219000
16011328,63.33313000,10.36741500
16011343,63.37942833,10.39027667
16011345,63.37793667,10.38286000
16011360,63.37486500,10.38031167
16011362,63.39653833,10.35396167
16011377,63.36995333,10.39398500
16011394,63.37051333,10.34395167
16011426,63.42040700,10.49506467
16011428,63.33137667,10.30303500
16011443,63.33302000,10.36318167
16011445,63.39148167,10.36933500
16011460,63.40361167,10.35834500
16011477,63.42244333,10.39694500
16011492,63.36637000,10.38218833
16011511,63.39833500,10.44030000
16011526,63.32950667,10.35267833
16011543,63.30459833,10.46098500
16011545,63.40966167,10.44473167
16011577,63.41257333,10.37537333
16011579,63.30268333,10.28679667
16011609,63.34544333,10.45746667
16011611,63.40138667,10.52403500
16011628,63.41570667,10.48638500
16011645,63.34461333,10.35974500
16011660,63.38689667,10.56739500
16011662,63.38287333,10.59743833
16011694,63.40553833,10.16183833
16011696,63.38047500,10.11761000
16011709,63.40471000,10.38132000
16011711,63.41789333,10.37571333
16011713,63.42695500,10.36815833
16011726,63.43615500,10.40230833
16011728,63.43362000,10.15477833
16011743,63.35969833,10.19564667
16011745,63.33332167,10.33234000
16011760,63.34853667,10.50856333
16011762,63.34393167,10.46335167
16011794,63.44118667,10.19648833
16011796,63.43108167,10.42115667
16011828,63.43057667,10.56816333
16011996,63.33077333,10.30759833
16533005,63.28547167,10.27803167
16533022,63.16348500,10.30507000
16533024,63.15055167,10.29155667
16533173,63.20491167,10.35709333
16533175,63.21269167,10.38443000
16538119,63.28593667,10.31071833
16538189,63.28057000,10.26867500
16538204,63.26844833,10.23588000
16538504,63.29436333,10.28117667
16538506,63.28444667,10.27836167
16626010,63.32898667,10.49702833
16626012,63.32286500,10.50873500
16626027,63.30796667,10.43145500
16626029,63.30082500,10.43497167
16626044,63.24824167,10.48533167
16626046,63.25650000,10.51253833
16626061,63.25242833,10.43604317
16626063,63.24138333,10.43089833
16627012,63.32341500,10.50883167
16627014,63.31930500,10.47891833
16627016,63.30108000,10.47056833
16627029,63.27875500,10.43777500
16627046,63.25434167,10.50451167
16627048,63.25222667,10.47014500
16627065,63.24694667,10.48155000
16632009,63.40153667,10.40102500
16632011,63.43417667,10.68948000
16632013,63.43132167,10.70827167
16632026,63.41635333,10.81189500
16632028,63.42660500,10.81355500
16632045,63.43249667,10.59203833
16632062,63.33121667,10.80845167
16632077,63.37947500,10.77227167
16632094,63.32980000,10.36915167
16632096,63.41519667,10.80623500
16638310,63.43732667,10.65936167
16638312,63.43345167,10.69498167
16010026,63.36010500,10.37240833
16010037,63.39505667,10.42310000
16010044,63.39726833,10.43975167
16010051,63.41614000,10.32311000
16010069,63.41469333,10.44590333
16010076,63.40377333,10.34297000
16010087,63.42482833,10.48428333
16010094,63.42328000,10.53077333
16010101,63.41213500,10.53997667
16010119,63.39717667,10.39732333
16010126,63.42622333,10.35709000
16010144,63.41704500,10.35656500
16010151,63.41672333,10.45657833
16010162,63.32633000,10.37416500
16010169,63.40056333,10.35766500
16010176,63.42489500,10.53529500
16010187,63.36715000,10.34512667
16010194,63.33321500,10.36518000
16010201,63.42813000,10.49507833
16010226,63.35286667,10.38881333
16010237,63.44744000,10.43827500
16010244,63.38227833,10.38679000
16010251,63.35267833,10.37551833
16010262,63.38264167,10.33447333
16010269,63.34962000,10.32001833
16010276,63.38202167,10.39775500
16010280,63.33200667,10.36753500
16010287,63.37020000,10.37712333
16010294,63.39188333,10.43610833
16010301,63.40217667,10.40121000
16010305,63.38035167,10.39636000
16010312,63.32399000,10.30564667
16010319,63.38030667,10.39581333
16010330,63.33276667,10.36888333
16010344,63.37791500,10.38313333
16010355,63.41616500,10.32461500
16010362,63.39593000,10.33805667
16010394,63.39042667,10.42808500
16010430,63.35871167,10.34302500
16010437,63.33305333,10.36206500
16010444,63.40152667,10.34111000
16010455,63.31087167,10.45596667
16010462,63.36946167,10.38159500
16010480,63.37604000,10.35233167
16010487,63.33294333,10.37010333
16010505,63.33122000,10.80856500
16010544,63.33300333,10.36211333
16010569,63.37245333,10.33850833
16010605,63.36556000,10.44354667
16010612,63.39775167,10.52414333
16010619,63.39553667,10.42261333
16010637,63.40192333,10.44663833
16010644,63.33297833,10.36320667
16010655,63.37095833,10.53388167
16010662,63.38370833,10.58793500
16010669,63.35494833,10.26396667
16010680,63.44950667,10.30230833
16010687,63.45010833,10.21834667
16010694,63.40192167,10.16283667
16010705,63.39900000,10.35027000
16010712,63.41935500,10.37563500
16010719,63.34836333,10.17439833
16010730,63.42423000,10.14148500
16010737,63.35394667,10.14708333
16010744,63.36733667,10.18495833
16010748,63.33206500,10.33176167
16010755,63.33204000,10.29868833
16010762,63.34431667,10.46594000
16010769,63.34000167,10.56059000
16010773,63.41567000,10.30547500
16010780,63.43057333,10.56824833
16010787,63.33759167,10.45119167
16010794,63.43584333,10.18916167
16010798,63.42612500,10.15699500
16010823,63.43985000,10.46159333
16010905,63.39395833,10.37088000
16011023,63.32971000,10.35890000
16011030,63.34981500,10.36024333
16011037,63.39443167,10.42376667
16011048,63.44953833,10.31771333
16011073,63.42300167,10.45369833
16011080,63.35232333,10.36660333
16011087,63.42864833,10.48553000
16011130,63.42554833,10.41690167
16011137,63.38302667,10.37067000
16011155,63.45037333,10.30876667
16011180,63.36753833,10.37526333
16011205,63.41151833,10.36169000
16011230,63.40436500,10.39812000
16011237,63.44707667,10.42841667
16011255,63.44445033,10.43675067
16011262,63.38265500,10.33377667
16011280,63.33326500,10.36540167
16011287,63.38505000,10.35701667
16011298,63.36170000,10.35507333
16011305,63.38104000,10.39787167
16011330,63.38400500,10.40417667
16011341,63.40243833,10.42683500
16011348,63.39074167,10.34727500
16011355,63.41771333,10.35091167
16011366,63.40678667,10.39877333
16011373,63.42422167,10.51758667
16011391,63.44820667,10.44066500
16011416,63.36994833,10.38293500
16011430,63.36182167,10.34307333
16011441,63.35807667,10.36833000
16011448,63.35747333,10.34320000
16011455,63.39625500,10.54578333
16011473,63.39057667,10.42796167
16011480,63.36952833,10.34527833
16011498,63.40857667,10.39772500
16011516,63.43089667,10.48573333
16011530,63.38772000,10.41007000
16011548,63.34067500,10.37296667
16011566,63.44965833,10.44767333
16011605,63.36669000,10.44280167
16011616,63.39303167,10.54366167
16011641,63.32770167,10.36490500
16011648,63.32210667,10.37855000
16011655,63.37023000,10.53330167
16011666,63.35292000,10.30210667
16011673,63.33961500,10.35325167
16011691,63.31630500,10.36091333
16011698,63.36336167,10.16851000
16011705,63.39726000,10.35523833
16011716,63.34319333,10.24105000
16011723,63.36385667,10.16914500
16011730,63.42222833,10.14797000
16011734,63.37393833,10.10336000
16011741,63.35122000,10.23114000
16011748,63.33415000,10.33192500
16011755,63.33073667,10.30737333
16011759,63.34718500,10.36465333
16011766,63.34577667,10.51469000
16011773,63.41631833,10.31213667
16011798,63.42822500,10.16862667
16011823,63.32957500,10.35924833
16533001,63.29991333,10.28487167
16533119,63.28717667,10.31593167
16533169,63.19296667,10.32569500
16533176,63.21580167,10.40384167
16538117,63.28355333,10.27830500
16626014,63.31742333,10.48820167
16626025,63.30446333,10.46111833
16626032,63.29130500,10.43801667
16626039,63.27038500,10.44090000
16626050,63.26671333,10.53714667
16626057,63.28066333,10.47234500
16626064,63.21837500,10.41511500
16627011,63.32796500,10.49936000
16627018,63.25604500,10.51075167
16627025,63.31104833,10.43036833
16627036,63.28523000,10.43475333
16627043,63.24690000,10.48215500
16627050,63.26577667,10.53383333
16627061,63.25476667,10.44021000
16632005,63.43660833,10.62718833
16632016,63.42201667,10.53803500
16632030,63.40756333,10.78330667
16632048,63.42280167,10.74831500
16632066,63.39944833,10.79306167
16632080,63.35490333,10.77960000
16632091,63.41839167,10.77613667
16638314,63.42270833,10.63388167
16638325,63.40663333,10.79041667
16638332,63.40247167,10.40068167
16638375,63.38094167,10.76825500
16638393,63.40167667,10.40252167
17142505,63.44818000,10.91413667
16638313,63.43182667,10.70630833
16638328,63.42168833,10.81075000
16638345,63.43073833,10.58609833
16638347,63.43316833,10.60546667
16638360,63.41158500,10.79596500
16638362,63.33120667,10.80835833
16638377,63.37735333,10.76911500
16638394,63.40435500,10.81303833
16638396,63.41488500,10.80551000
17142510,63.29776500,10.48003333
16010027,63.42504833,10.44070500
16010029,63.33302667,10.36206167
16010034,63.42405500,10.41595167
16010059,63.37712500,10.43284833
16010061,63.39051167,10.42779167
16010068,63.40943667,10.40294333
16010093,63.32963167,10.35871000
16010095,63.34111167,10.36453500
16010102,63.40455000,10.41400667
16010104,63.43853833,10.42070667
16010127,63.43763833,10.34891000
16010134,63.33198333,10.36848167
16010138,63.41531167,10.36431500
16010159,63.38039333,10.16633833
16010161,63.41700000,10.46101333
16010163,63.42156833,10.35668333
16010168,63.38140500,10.39801833
16010193,63.41682667,10.46144667
16010195,63.35143000,10.35682833
16010202,63.41130500,10.49220833
16010204,63.33262333,10.36955000
16010227,63.40647000,10.43633667
16010229,63.37445000,10.33561667
16010236,63.38310167,10.37060333
16010261,63.37929333,10.31660833
16010263,63.41274833,10.40776667
16010270,63.35065333,10.36038833
16010293,63.42328333,10.38847833
16010329,63.33202167,10.36817333
16010336,63.38863500,10.39661333
16010338,63.41838333,10.37264167
16010361,63.41003333,10.44320500
16010363,63.40116000,10.51765833
16010368,63.42921167,10.43682000
16010370,63.35689833,10.36282167
16010395,63.39266167,10.42551000
16010402,63.33073667,10.35740833
16010404,63.33239167,10.36980500
16010436,63.38824667,10.36359667
16010438,63.39878500,10.40123833
16010463,63.37020500,10.37594833
16010472,63.32977000,10.35908167
16010495,63.35678833,10.37740333
16010504,63.35281167,10.39098167
16010536,63.36100333,10.37930833
16010538,63.31102500,10.45620500
16010602,63.35132000,10.31249000
16010604,63.37261333,10.43238333
16010661,63.38459000,10.57499333
16010663,63.38311333,10.59571500
16010670,63.34363000,10.27561333
16010672,63.32159167,10.31077667
16010695,63.39471833,10.16093333
16010697,63.38592167,10.16122167
16010704,63.40031667,10.34568333
16010706,63.39725000,10.35528500
16010729,63.42612167,10.15026000
16010731,63.39949833,10.06864833
16010736,63.35849167,10.11744667
16010738,63.38273667,10.07527500
16010761,63.34391667,10.46347667
16010763,63.33304000,10.36366167
16010770,63.33947000,10.56324000
16010772,63.33267000,10.36683500
16010797,63.42907000,10.17106833
16011029,63.41110667,10.39937167
16011040,63.39252667,10.40972667
16011065,63.43343500,10.44712000
16011070,63.41575333,10.48636500
16011072,63.42136000,10.44932833
16011095,63.43366667,10.41176167
16011097,63.38511167,10.40415167
16011104,63.43748833,10.41195000
16011131,63.40380500,10.42859833
16011138,63.41259333,10.37515167
16011140,63.41584667,10.55794167
16011163,63.42299167,10.35794667
16011165,63.42909333,10.36683333
16011197,63.42004167,10.40519000
16011199,63.37019167,10.39494667
16011206,63.42004000,10.40618167
16011229,63.37246000,10.33893333
16011263,63.40643500,10.39861333
16011265,63.41604500,10.40826833
16011272,63.35245833,10.32691667
16011274,63.35632833,10.35574167
16011297,63.36564500,10.37325000
16011299,63.37052500,10.38774667
16011306,63.32630167,10.37429500
16011338,63.40334000,10.39928667
16011340,63.41716000,10.38267000
16011363,63.40115500,10.51724167
16011365,63.33201500,10.36844667
16011372,63.41598500,10.49398167
16011374,63.40606000,10.45167333
16011399,63.37683833,10.36242000
16011404,63.35757167,10.37598833
16011408,63.35995833,10.37909333
16011431,63.36700500,10.35019000
16011433,63.42499500,10.35391667
16011438,63.40302000,10.39949000
16011440,63.33302000,10.36355167
16011463,63.38842833,10.32801667
16011465,63.40026667,10.42836333
16011472,63.33332667,10.36966500
16011508,63.36152167,10.38894167
16011531,63.39954833,10.34176167
16011533,63.41035167,10.47218667
16011538,63.33935500,10.46363500
16011540,63.42380833,10.44018833
16011574,63.33316667,10.36751333
16011606,63.36414833,10.44444000
16011608,63.35069833,10.44366000
16011631,63.39717333,10.44051667
16011640,63.32657167,10.37322333
16011642,63.32426667,10.37249333
16011665,63.35218833,10.30909333
16011667,63.27459333,10.24686000
16011672,63.35067667,10.23943167
16011674,63.33792667,10.35362500
16011697,63.38657167,10.16101000
16011706,63.39704500,10.35757333
16011708,63.40240167,10.38161167
16011731,63.42418667,10.12553000
16011733,63.37386833,10.08672667
16011740,63.41541667,10.37696167
16011742,63.35425833,10.21098667
16011765,63.25142667,10.49334833
16011767,63.34377333,10.51804667
16011774,63.41517333,10.30057333
16011797,63.42979667,10.17171667
16533004,63.28808500,10.27397000
16533170,63.19302167,10.32586667
16538116,63.27159850,10.24317400
16538118,63.28548167,10.30653667
16626015,63.29752333,10.48282667
16626022,63.29752333,10.48289667
16626024,63.30426167,10.46138167
16626047,63.25925167,10.52085667
16626049,63.26567167,10.53023000
16626056,63.29024333,10.48443833
16626058,63.27884333,10.44881500
16626090,63.32492167,10.46266167
16627017,63.30150167,10.48648833
16627019,63.29760500,10.48286000
16627028,63.30860000,10.43072833
16627051,63.26769000,10.54024667
16627053,63.28492000,10.48411333
16627058,63.28088333,10.47055333
16627060,63.27742167,10.43727000
16627062,63.25117833,10.43398500
16632006,63.39360167,10.63929833
16632008,63.43831667,10.65708500
16632040,63.32889000,10.36867667
16632067,63.39797167,10.79058667
16632074,63.39319833,10.78307667
16632097,63.41349833,10.80466333
16638315,63.41151500,10.79541667
16638326,63.40330667,10.80407000
16638358,63.41632000,10.66595167
16010011,63.33523500,10.33086333
16010020,63.33302833,10.36348167
16010043,63.39294333,10.34907833
16010045,63.42983167,10.35966000
16010052,63.42991000,10.45450000
16010077,63.43269000,10.50932000
16010079,63.40421500,10.38712000
16010118,63.37019500,10.37576500
16010143,63.35297667,10.30923667
16010145,63.38271000,10.36792500
16010154,63.42473333,10.38443333
16010177,63.40116500,10.43558000
16010179,63.32556667,10.30648000
16010184,63.37822167,10.33210833
16010186,63.33041667,10.35753833
16010188,63.35365167,10.39771333
16010218,63.34538167,10.33967000
16010220,63.43481833,10.34921000
16010245,63.37099167,10.33956500
16010252,63.43994667,10.46287167
16010254,63.44327500,10.43583167
16010279,63.26799833,10.23523000
16010286,63.35958167,10.44203000
16010288,63.32632000,10.37430000
16010311,63.33278000,10.36741667
16010318,63.33332167,10.36786833
16010320,63.35381333,10.44151667
16010343,63.37065667,10.38307333
16010345,63.37814500,10.38387333
16010352,63.38850167,10.32786000
16010354,63.34549500,10.37660667
16010377,63.29782000,10.47947000
16010379,63.36979667,10.17696333
16010386,63.39913333,10.40471500
16010413,63.37021833,10.37477333
16010420,63.39093000,10.43279667
16010445,63.38908167,10.36573500
16010447,63.41597500,10.48617000
16010452,63.39391833,10.38391167
16010454,63.37589500,10.32149167
16010477,63.41248167,10.39962833
16010486,63.33356000,10.36906500
16010513,63.35560167,10.39820167
16010520,63.41498833,10.36713333
16010547,63.35926667,10.36885667
16010577,63.40435000,10.39776833
16010579,63.31672833,10.29696667
16010611,63.39961833,10.52431833
16010613,63.39513333,10.52637167
16010622,63.43321333,10.46950333
16010645,63.34249833,10.36060667
16010647,63.34036333,10.35315333
16010652,63.38013167,10.53871000
16010654,63.37365833,10.54005833
16010656,63.34697000,10.47838833
16010677,63.33441333,10.35584000
16010679,63.45046667,10.30127333
16010681,63.45005000,10.30504667
16010686,63.45189833,10.22649500
16010688,63.42265500,10.14907333
16010711,63.41690500,10.37574167
16010713,63.42101333,10.37498667
16010720,63.37747833,10.16864167
16010745,63.34143500,10.34034833
16010747,63.33501667,10.33352333
16010754,63.32483833,10.30759000
16010756,63.34342333,10.26177833
16010781,63.41998833,10.55524000
16010786,63.34018500,10.44197667
16010822,63.43269333,10.45710500
16011045,63.42952667,10.36416500
16011047,63.39393667,10.36968667
16011079,63.41045333,10.38278167
16011088,63.33010667,10.35817667
16011113,63.40368333,10.42895167
16011115,63.35642667,10.44114500
16011145,63.38325000,10.36407833
16011147,63.33274667,10.36794333
16011149,63.33362500,10.36901833
16011154,63.42388333,10.38624000
16011156,63.32629667,10.37462500
16011179,63.36057500,10.16672167
16011181,63.37168833,10.34631000
16011188,63.35648500,10.39876000
16011190,63.41184833,10.49249333
16011222,63.40064167,10.40900833
16011224,63.35430667,10.34171500
16011254,63.43628000,10.38512167
16011279,63.32617333,10.37442833
16011288,63.33303700,10.36346767
16011290,63.40642667,10.39860667
16011315,63.41264667,10.53785500
16011322,63.40436333,10.39796667
16011349,63.32750333,10.37065333
16011354,63.35031833,10.37591667
16011358,63.40656000,10.44177833
16011379,63.37132000,10.17532667
16011381,63.41159167,10.47734167
16011390,63.37031500,10.37607000
16011413,63.38513500,10.35713333
16011449,63.36006333,10.35184500
16011456,63.41616000,10.43168500
16011458,63.40730333,10.40418333
16011483,63.32981500,10.35873333
16011513,63.36106833,10.39357500
16011515,63.43320333,10.47013500
16011524,63.36047333,10.37373667
16011547,63.35957167,10.37906333
16011549,63.43859333,10.42131167
16011558,63.41651333,10.53552000
16011613,63.39602000,10.52488833
16011615,63.39636500,10.53031500
16011617,63.38744167,10.54046667
16011622,63.43352167,10.46694667
16011647,63.34057667,10.35461333
16011656,63.37021833,10.53328667
16011658,63.39042667,10.55850000
16011683,63.45116000,10.31302333
16011690,63.43330500,10.18166333
16011692,63.41828333,10.14808500
16011717,63.38994167,10.13801500
16011724,63.38662500,10.35184667
16011747,63.33658333,10.33515500
16011749,63.33118833,10.32890667
16011756,63.34113667,10.27088667
16011758,63.34763333,10.17150500
16011781,63.43030167,10.56564000
16011790,63.43053167,10.56642000
16011792,63.43067667,10.58386500
16011822,63.40609667,10.38318500
16011824,63.32668000,10.37279500
16012751,63.32126000,10.30815833
16533020,63.17801833,10.31674667
16533118,63.28409333,10.28078167
16533220,63.27861667,10.28117667
16533252,63.28056333,10.26825333
16626006,63.29770667,10.48309333
16626040,63.26673333,10.44846667
16626042,63.24716000,10.47964333
16627010,63.32911667,10.49648000
16627033,63.29226667,10.43797333
16627035,63.28776667,10.43559667
16627042,63.25929833,10.45675333
16627044,63.24702667,10.48296000
16632015,63.43161333,10.73029833
16632022,63.41127667,10.79260667
16632047,63.43341000,10.60372500
16632081,63.35146500,10.77318500
16632092,63.41967833,10.75639000
16638301,63.43348167,10.57566500
16638306,63.40713167,10.40076833
16638308,63.43935333,10.65460333
16638331,63.39272167,10.65646333
16638367,63.39691000,10.78909167
16638374,63.39101000,10.77977667
16638376,63.38031167,10.77155000
17142086,63.42006000,10.73980000
16010015,63.41938167,10.43361333
16010030,63.34755500,10.35541167
16010033,63.41093833,10.48251833
16010047,63.37129000,10.33828000
16010048,63.40800167,10.40088833
16010065,63.43195000,10.44290167
16010066,63.44925500,10.30301833
16010080,63.35173500,10.36666500
16010083,63.42518333,10.44078333
16010097,63.39365167,10.41004667
16010115,63.35364167,10.43690833
16010116,63.39399833,10.38406667
16010130,63.42729667,10.41653167
16010147,63.42761833,10.49634167
16010165,63.42918000,10.36639333
16010180,63.32957500,10.35830667
16010183,63.44548500,10.33697500
16010197,63.40956333,10.47221500
16010216,63.40374500,10.50757000
16010230,63.41612667,10.39953000
16010233,63.42227500,10.49479000
16010265,63.41038833,10.41903000
16010266,63.32965667,10.35862500
16010297,63.35289500,10.38828667
16010298,63.32952333,10.35919000
16010334,63.37048500,10.38082833
16010348,63.38862500,10.34303333
16010351,63.41381500,10.35215500
16010365,63.32621667,10.37454667
16010366,63.41345000,10.41488167
16010384,63.42880333,10.54960500
16010401,63.37941000,10.36580667
16010416,63.43327333,10.44662333
16010433,63.42412500,10.35614167
16010434,63.38823333,10.39575500
16010448,63.35124833,10.35627000
16010451,63.39110167,10.38174167
16010465,63.39544500,10.42563167
